# ms,sample,dist,cppm,valid,dist_filt,dist_smooth,rx_fail
133928,123778,0.83,-2.10,1,0.82,0.83,8
133929,123779,0.85,-1.95,1,0.82,0.83,8
133930,123780,0.85,-2.09,1,0.83,0.83,8
133931,123781,0.84,-1.94,1,0.84,0.83,8
133932,123782,0.81,-1.89,1,0.84,0.83,8
133933,123783,0.82,-1.91,1,0.84,0.83,8
133934,123784,0.84,-1.95,1,0.84,0.83,8
133935,123785,0.83,-2.00,1,0.83,0.83,8
133936,123786,0.85,-1.91,1,0.83,0.83,8
133937,123787,0.83,-2.04,1,0.83,0.83,8
133938,123788,0.80,-2.03,1,0.83,0.83,8
133939,123789,0.82,-1.92,1,0.83,0.83,8
133941,123790,0.83,-1.97,1,0.83,0.83,8
133942,123791,0.83,-2.09,1,0.83,0.83,8
133943,123792,0.82,-2.01,1,0.82,0.83,8
133944,123793,0.85,-1.97,1,0.83,0.83,8
133945,123794,0.80,-2.19,1,0.83,0.83,8
133946,123795,0.81,-2.00,1,0.82,0.83,8
133947,123796,0.81,-1.98,1,0.81,0.83,8
133948,123797,0.84,-2.00,1,0.81,0.83,8
133949,123798,0.83,-2.10,1,0.81,0.83,8
133950,123799,0.83,-2.07,1,0.83,0.83,8
133951,123800,0.80,-2.12,1,0.83,0.83,8
133952,123801,0.81,-2.12,1,0.83,0.83,8
133954,123802,0.83,-1.91,1,0.83,0.83,8
133955,123803,0.82,-2.00,1,0.82,0.83,8
133956,123804,0.83,-2.00,1,0.82,0.83,8
133957,123805,0.80,-2.10,1,0.82,0.82,8
133958,123806,0.81,-1.98,1,0.82,0.82,8
133959,123807,0.81,-2.09,1,0.81,0.82,8
133960,123808,0.81,-1.98,1,0.81,0.82,8
133961,123809,0.83,-1.94,1,0.81,0.82,8
133962,123810,0.84,-1.97,1,0.81,0.82,8
133963,123811,0.83,-2.00,1,0.83,0.82,8
133964,123812,0.82,-2.15,1,0.83,0.82,8
133965,123813,0.83,-1.91,1,0.83,0.82,8
133967,123814,0.82,-1.94,1,0.83,0.82,8
133968,123815,0.84,-1.85,1,0.83,0.82,8
133969,123816,0.83,-2.10,1,0.83,0.82,8
133970,123817,0.82,-2.03,1,0.83,0.82,8
133971,123818,0.82,-1.98,1,0.82,0.82,8
133972,123819,0.83,-1.86,1,0.83,0.82,8
133973,123820,0.82,-2.04,1,0.82,0.82,8
133974,123821,0.83,-2.00,1,0.82,0.82,8
133975,123822,0.85,-2.07,1,0.83,0.82,8
133976,123823,0.82,-2.15,1,0.83,0.82,8
133977,123824,0.82,-1.92,1,0.82,0.82,8
133978,123825,0.81,-1.94,1,0.82,0.82,8
133980,123826,0.81,-2.13,1,0.82,0.82,8
133981,123827,0.83,-2.00,1,0.82,0.82,8
133982,123828,0.85,-2.01,1,0.82,0.82,8
133983,123829,0.82,-1.85,1,0.82,0.82,8
133984,123830,0.84,-1.92,1,0.83,0.82,8
133985,123831,0.80,-2.00,1,0.83,0.82,8
133986,123832,0.83,-1.97,1,0.83,0.82,8
133987,123833,0.84,-1.94,1,0.83,0.82,8
133988,123834,0.86,-1.92,1,0.84,0.82,8
133989,123835,0.83,-1.92,1,0.83,0.82,8
133990,123836,0.82,-2.06,1,0.83,0.82,8
133991,123837,0.80,-2.01,1,0.83,0.83,8
133993,123838,0.83,-1.91,1,0.83,0.83,8
133994,123839,0.83,-2.10,1,0.83,0.83,8
133995,123840,0.85,-2.00,1,0.83,0.83,8
133996,123841,0.82,-2.00,1,0.83,0.83,8
133997,123842,0.80,-2.10,1,0.83,0.83,8
133998,123843,0.80,-2.12,1,0.82,0.82,8
133999,123844,0.83,-2.00,1,0.82,0.82,8
134000,123845,0.85,-2.04,1,0.82,0.82,8
134001,123846,0.85,-2.03,1,0.83,0.82,8
134002,123847,0.83,-2.04,1,0.83,0.82,8
134003,123848,0.83,-1.89,1,0.83,0.83,8
134004,123849,0.83,-2.04,1,0.83,0.83,8
134006,123850,0.83,-2.04,1,0.83,0.83,8
134007,123851,0.83,-2.12,1,0.83,0.83,8
134008,123852,0.83,-2.15,1,0.83,0.83,8
134009,123853,0.85,-1.95,1,0.83,0.83,8
134010,123854,0.83,-1.94,1,0.83,0.83,8
134011,123855,0.81,-2.10,1,0.83,0.83,8
134012,123856,0.82,-2.10,1,0.83,0.83,8
134013,123857,0.84,-2.03,1,0.83,0.83,8
134014,123858,0.85,-2.01,1,0.83,0.83,8
134015,123859,0.83,-1.89,1,0.83,0.83,8
134016,123860,0.80,-2.07,1,0.83,0.83,8
134017,123861,0.81,-2.09,1,0.83,0.83,8
134019,123862,0.83,-2.01,1,0.83,0.83,8
134020,123863,0.85,-2.04,1,0.83,0.83,8
134021,123864,0.84,-1.83,1,0.83,0.83,8
134022,123865,0.84,-1.97,1,0.84,0.83,8
134023,123866,0.82,-1.98,1,0.84,0.83,8
134024,123867,0.83,-1.95,1,0.84,0.83,8
134025,123868,0.81,-2.10,1,0.83,0.83,8
134026,123869,0.83,-1.98,1,0.83,0.83,8
134027,123870,0.85,-1.91,1,0.83,0.83,8
134028,123871,0.82,-2.12,1,0.83,0.83,8
134029,123872,0.83,-1.97,1,0.83,0.83,8
134030,123873,0.83,-2.00,1,0.83,0.83,8
134032,123874,0.83,-1.98,1,0.83,0.83,8
134033,123875,0.85,-1.80,1,0.83,0.83,8
134034,123876,0.83,-2.00,1,0.83,0.83,8
134035,123877,0.83,-2.01,1,0.83,0.83,8
134036,123878,0.84,-1.97,1,0.83,0.83,8
134037,123879,0.83,-1.98,1,0.83,0.83,8
134038,123880,0.82,-2.12,1,0.83,0.83,8
134039,123881,0.84,-1.91,1,0.83,0.83,8
134040,123882,0.83,-1.92,1,0.83,0.83,8
134041,123883,0.83,-2.01,1,0.83,0.83,8
134042,123884,0.83,-1.94,1,0.83,0.83,8
134043,123885,0.83,-1.92,1,0.83,0.83,8
134045,123886,0.83,-1.95,1,0.83,0.83,8
134046,123887,0.83,-2.01,1,0.83,0.83,8
134047,123888,0.86,-1.89,1,0.83,0.83,8
134048,123889,0.83,-2.00,1,0.83,0.83,8
134049,123890,0.83,-1.92,1,0.83,0.83,8
134050,123891,0.83,-2.00,1,0.83,0.83,8
134051,123892,0.81,-2.00,1,0.83,0.83,8
134052,123893,0.84,-1.88,1,0.83,0.83,8
134053,123894,0.83,-1.97,1,0.83,0.83,8
134054,123895,0.84,-1.98,1,0.83,0.83,8
134055,123896,0.82,-2.03,1,0.83,0.83,8
134056,123897,0.83,-1.91,1,0.83,0.83,8
134058,123898,0.83,-1.89,1,0.83,0.83,8
134059,123899,0.84,-1.92,1,0.83,0.83,8
134060,123900,0.84,-2.01,1,0.83,0.83,8
134061,123901,0.83,-2.09,1,0.83,0.83,8
134062,123902,0.84,-1.89,1,0.84,0.83,8
134063,123903,0.81,-2.06,1,0.84,0.83,8
134064,123904,0.83,-1.91,1,0.83,0.83,8
134065,123905,0.83,-2.07,1,0.83,0.83,8
134066,123906,0.84,-2.04,1,0.83,0.83,8
134067,123907,0.85,-1.95,1,0.83,0.83,8
134068,123908,0.82,-1.98,1,0.83,0.83,8
134069,123909,0.80,-1.92,1,0.83,0.83,8
134071,123910,0.84,-1.91,1,0.84,0.83,8
134072,123911,0.85,-1.94,1,0.84,0.83,8
134073,123912,0.83,-2.00,1,0.83,0.83,8
134074,123913,0.84,-1.89,1,0.84,0.83,8
134075,123914,0.82,-1.95,1,0.84,0.83,8
134076,123915,0.80,-2.01,1,0.83,0.83,8
134077,123916,0.85,-1.82,1,0.83,0.83,8
134078,123917,0.83,-2.13,1,0.83,0.83,8
134079,123918,0.84,-1.95,1,0.83,0.83,8
134080,123919,0.83,-1.92,1,0.83,0.83,8
134081,123920,0.81,-2.03,1,0.83,0.83,8
134082,123921,0.82,-1.89,1,0.83,0.83,8
134084,123922,0.84,-1.89,1,0.83,0.83,8
134085,123923,0.83,-2.04,1,0.83,0.83,8
134086,123924,0.84,-2.18,1,0.83,0.83,8
134087,123925,0.83,-1.88,1,0.83,0.83,8
134088,123926,0.82,-2.00,1,0.83,0.83,8
134089,123927,0.83,-1.94,1,0.83,0.83,8
134090,123928,0.83,-2.10,1,0.83,0.83,8
134091,123929,0.87,-1.89,1,0.83,0.83,8
134092,123930,0.81,-2.09,1,0.83,0.83,8
134093,123931,0.81,-1.89,1,0.83,0.83,8
134094,123932,0.84,-1.92,1,0.83,0.83,8
134095,123933,0.79,-2.04,1,0.81,0.83,8
134097,123934,0.84,-1.97,1,0.81,0.83,8
134098,123935,0.84,-2.03,1,0.84,0.83,8
134099,123936,0.86,-1.80,1,0.84,0.83,8
134100,123937,0.83,-2.00,1,0.84,0.83,8
134101,123938,0.82,-1.95,1,0.84,0.83,8
134102,123939,0.81,-2.12,1,0.83,0.83,8
134103,123940,0.84,-1.95,1,0.83,0.83,8
134104,123941,0.84,-2.18,1,0.83,0.83,8
134105,123942,0.83,-2.00,1,0.83,0.83,8
134106,123943,0.84,-1.97,1,0.84,0.83,8
134107,123944,0.81,-2.12,1,0.84,0.83,8
134108,123945,0.80,-2.07,1,0.83,0.83,8
134110,123946,0.81,-2.12,1,0.81,0.83,8
134111,123947,0.85,-2.00,1,0.81,0.83,8
134112,123948,0.83,-1.95,1,0.81,0.83,8
134113,123949,0.82,-2.00,1,0.82,0.83,8
134114,123950,0.83,-2.04,1,0.83,0.83,8
134115,123951,0.83,-1.97,1,0.83,0.83,8
134116,123952,0.83,-2.01,1,0.83,0.83,8
134117,123953,0.84,-1.95,1,0.83,0.83,8
134118,123954,0.85,-2.00,1,0.83,0.83,8
134119,123955,0.83,-2.12,1,0.83,0.83,8
134120,123956,0.81,-2.12,1,0.83,0.83,8
134121,123957,0.80,-2.07,1,0.83,0.83,8
134123,123958,0.83,-1.98,1,0.83,0.83,8
134124,123959,0.83,-2.12,1,0.83,0.83,8
134125,123960,0.85,-2.00,1,0.83,0.83,8
134126,123961,0.83,-1.92,1,0.83,0.83,8
134127,123962,0.83,-2.07,1,0.83,0.83,8
134128,123963,0.82,-1.98,1,0.83,0.83,8
134129,123964,0.83,-1.95,1,0.83,0.83,8
134130,123965,0.86,-2.04,1,0.83,0.83,8
134131,123966,0.85,-1.95,1,0.83,0.83,8
134132,123967,0.83,-2.00,1,0.83,0.83,8
134133,123968,0.83,-2.00,1,0.83,0.83,8
134134,123969,0.82,-2.00,1,0.83,0.83,8
134136,123970,0.83,-1.98,1,0.83,0.83,8
134137,123971,0.83,-2.00,1,0.83,0.83,8
134138,123972,0.83,-2.00,1,0.83,0.83,8
134139,123973,0.84,-2.00,1,0.83,0.83,8
134140,123974,0.81,-2.10,1,0.83,0.83,8
134141,123975,0.83,-1.82,1,0.83,0.83,8
134142,123976,0.83,-2.03,1,0.83,0.83,8
134143,123977,0.83,-2.13,1,0.83,0.83,8
134144,123978,0.85,-1.94,1,0.83,0.83,8
134145,123979,0.83,-1.95,1,0.83,0.83,8
134146,123980,0.80,-2.01,1,0.83,0.83,8
134147,123981,0.83,-1.97,1,0.83,0.83,8
134149,123982,0.83,-2.13,1,0.83,0.83,8
134150,123983,0.83,-1.95,1,0.83,0.83,8
134151,123984,0.83,-2.13,1,0.83,0.83,8
134152,123985,0.81,-1.97,1,0.83,0.83,8
134153,123986,0.82,-1.95,1,0.83,0.83,8
134154,123987,0.83,-2.04,1,0.83,0.83,8
134155,123988,0.82,-2.04,1,0.82,0.83,8
134156,123989,0.86,-1.92,1,0.82,0.83,8
134157,123990,0.81,-2.09,1,0.82,0.83,8
134158,123991,0.83,-1.98,1,0.83,0.83,8
134159,123992,0.82,-2.04,1,0.82,0.83,8
134160,123993,0.81,-1.97,1,0.82,0.83,8
134162,123994,0.83,-1.94,1,0.82,0.83,8
134163,123995,0.84,-2.10,1,0.83,0.83,8
134164,123996,0.82,-2.01,1,0.82,0.83,8
134165,123997,0.83,-1.94,1,0.83,0.83,8
134166,123998,0.80,-2.18,1,0.83,0.83,8
134167,123999,0.83,-1.98,1,0.83,0.83,8
134168,124000,0.86,-1.95,1,0.83,0.83,8
134169,124001,0.85,-2.00,1,0.83,0.83,8
134170,124002,0.83,-2.00,1,0.83,0.83,8
134171,124003,0.83,-1.94,1,0.83,0.83,8
134172,124004,0.83,-2.06,1,0.83,0.83,8
134173,124005,0.81,-2.12,1,0.83,0.83,8
134175,124006,0.84,-1.95,1,0.83,0.83,8
134176,124007,0.84,-1.98,1,0.83,0.83,8
134177,124008,0.81,-2.16,1,0.83,0.83,8
134178,124009,0.83,-1.97,1,0.83,0.83,8
134179,124010,0.83,-1.94,1,0.83,0.83,8
134180,124011,0.83,-2.13,1,0.83,0.83,8
134181,124012,0.82,-2.12,1,0.83,0.83,8
134182,124013,0.83,-2.21,1,0.83,0.83,8
134183,124014,0.83,-2.06,1,0.83,0.83,8
134184,124015,0.83,-2.00,1,0.83,0.83,8
134185,124016,0.82,-2.03,1,0.83,0.83,8
134186,124017,0.81,-2.00,1,0.83,0.83,8
134188,124018,0.83,-1.95,1,0.83,0.83,8
134189,124019,0.83,-2.03,1,0.83,0.83,8
134190,124020,0.83,-1.94,1,0.83,0.83,8
134191,124021,0.83,-2.03,1,0.83,0.83,8
134192,124022,0.83,-2.09,1,0.83,0.83,8
134193,124023,0.81,-2.09,1,0.83,0.83,8
134194,124024,0.82,-2.03,1,0.83,0.83,8
134195,124025,0.86,-1.94,1,0.83,0.83,8
134196,124026,0.82,-1.97,1,0.82,0.83,8
134197,124027,0.83,-1.98,1,0.82,0.83,8
134198,124028,0.81,-2.13,1,0.82,0.83,8
134199,124029,0.82,-2.09,1,0.82,0.83,8
134201,124030,0.82,-2.04,1,0.82,0.83,8
134202,124031,0.86,-1.98,1,0.82,0.82,8
134203,124032,0.83,-2.07,1,0.82,0.82,8
134204,124033,0.82,-1.97,1,0.82,0.82,8
134205,124034,0.83,-1.76,1,0.83,0.82,8
134206,124035,0.85,-1.92,1,0.83,0.82,8
134207,124036,0.84,-1.95,1,0.83,0.83,8
134208,124037,0.83,-1.98,1,0.83,0.83,8
134209,124038,0.83,-2.00,1,0.83,0.83,8
134210,124039,0.81,-2.13,1,0.83,0.83,8
134211,124040,0.82,-2.00,1,0.83,0.83,8
134212,124041,0.83,-1.97,1,0.83,0.83,8
134214,124042,0.84,-1.86,1,0.83,0.83,8
134215,124043,0.85,-1.98,1,0.83,0.83,8
134216,124044,0.84,-1.98,1,0.84,0.83,8
134217,124045,0.80,-2.04,1,0.84,0.83,8
134218,124046,0.82,-2.04,1,0.84,0.83,8
134219,124047,0.83,-2.06,1,0.83,0.83,8
134220,124048,0.83,-1.95,1,0.83,0.83,8
134221,124049,0.84,-2.06,1,0.83,0.83,8
134222,124050,0.84,-1.98,1,0.83,0.83,8
134223,124051,0.81,-1.88,1,0.83,0.83,8
134224,124052,0.82,-1.98,1,0.83,0.83,8
134225,124053,0.83,-1.98,1,0.83,0.83,8
134227,124054,0.83,-2.04,1,0.83,0.83,8
134228,124055,0.83,-2.09,1,0.83,0.83,8
134229,124056,0.83,-1.94,1,0.83,0.83,8
134230,124057,0.79,-2.09,1,0.83,0.83,8
134231,124058,0.82,-1.94,1,0.83,0.83,8
134232,124059,0.83,-1.94,1,0.83,0.83,8
134233,124060,0.85,-2.03,1,0.83,0.83,8
134234,124061,0.84,-2.09,1,0.83,0.83,8
134235,124062,0.85,-1.94,1,0.84,0.83,8
134236,124063,0.81,-2.01,1,0.84,0.83,8
134237,124064,0.82,-1.98,1,0.84,0.83,8
134238,124065,0.82,-2.04,1,0.82,0.83,8
134240,124066,0.84,-2.00,1,0.82,0.83,8
134241,124067,0.82,-2.00,1,0.82,0.83,8
134242,124068,0.83,-2.00,1,0.82,0.83,8
134243,124069,0.82,-2.06,1,0.82,0.83,8
134244,124070,0.83,-1.94,1,0.83,0.83,8
134245,124071,0.83,-1.98,1,0.83,0.83,8
134246,124072,0.85,-1.92,1,0.83,0.83,8
134247,124073,0.82,-2.00,1,0.83,0.83,8
134248,124074,0.86,-1.95,1,0.83,0.83,8
134249,124075,0.80,-2.01,1,0.83,0.83,8
134250,124076,0.81,-2.00,1,0.82,0.83,8
134251,124077,0.83,-1.94,1,0.82,0.83,8
134253,124078,0.81,-2.00,1,0.81,0.83,8
134254,124079,0.83,-1.97,1,0.81,0.83,8
134255,124080,0.85,-2.06,1,0.83,0.83,8
134256,124081,0.81,-2.00,1,0.83,0.83,8
134257,124082,0.83,-1.94,1,0.83,0.83,8
134258,124083,0.83,-2.10,1,0.83,0.83,8
134259,124084,0.84,-2.01,1,0.83,0.83,8
134260,124085,0.84,-2.03,1,0.83,0.83,8
134261,124086,0.85,-1.92,1,0.84,0.83,8
134262,124087,0.81,-2.10,1,0.84,0.83,8
134263,124088,0.80,-2.00,1,0.84,0.83,8
134264,124089,0.84,-1.80,1,0.84,0.83,8
134266,124090,0.84,-1.97,1,0.84,0.83,8
134267,124091,0.84,-2.12,1,0.84,0.83,8
134268,124092,0.83,-1.98,1,0.84,0.83,8
134269,124093,0.82,-2.09,1,0.84,0.83,8
134270,124094,0.83,-2.07,1,0.83,0.83,8
134271,124095,0.80,-1.98,1,0.83,0.83,8
134272,124096,0.84,-1.88,1,0.83,0.83,8
134273,124097,0.82,-2.04,1,0.82,0.83,8
134274,124098,0.86,-1.97,1,0.83,0.83,8
134275,124099,0.83,-1.88,1,0.83,0.83,8
134276,124100,0.83,-2.06,1,0.83,0.83,8
134277,124101,0.82,-2.03,1,0.83,0.83,8
134279,124102,0.83,-1.88,1,0.83,0.83,8
134280,124103,0.83,-2.13,1,0.83,0.83,8
134281,124104,0.85,-1.89,1,0.83,0.83,8
134282,124105,0.84,-1.88,1,0.83,0.83,8
134283,124106,0.83,-1.97,1,0.83,0.83,8
134284,124107,0.82,-1.94,1,0.83,0.83,8
134285,124108,0.84,-1.92,1,0.84,0.83,8
134286,124109,0.83,-2.09,1,0.83,0.83,8
134287,124110,0.85,-2.03,1,0.83,0.83,8
134288,124111,0.83,-2.06,1,0.83,0.83,8
134289,124112,0.80,-1.98,1,0.83,0.83,8
134290,124113,0.83,-1.85,1,0.83,0.83,8
134292,124114,0.83,-1.94,1,0.83,0.83,8
134293,124115,0.83,-2.00,1,0.83,0.83,8
134294,124116,0.85,-1.95,1,0.83,0.83,8
134295,124117,0.84,-1.95,1,0.83,0.83,8
134296,124118,0.81,-2.00,1,0.83,0.83,8
134297,124119,0.82,-2.07,1,0.83,0.83,8
134298,124120,0.83,-2.00,1,0.83,0.83,8
134299,124121,0.84,-2.00,1,0.83,0.83,8
134300,124122,0.86,-2.04,1,0.83,0.83,8
134301,124123,0.83,-2.04,1,0.83,0.83,8
134302,124124,0.82,-1.94,1,0.83,0.83,8
134303,124125,0.82,-2.07,1,0.83,0.83,8
134305,124126,0.83,-2.00,1,0.83,0.83,8
134306,124127,0.85,-2.00,1,0.83,0.83,8
134307,124128,0.83,-2.03,1,0.83,0.83,8
134308,124129,0.83,-1.98,1,0.83,0.83,8
134309,124130,0.81,-1.91,1,0.83,0.83,8
134310,124131,0.81,-2.03,1,0.83,0.83,8
134311,124132,0.85,-1.97,1,0.83,0.83,8
134312,124133,0.83,-1.97,1,0.83,0.83,8
134313,124134,0.84,-2.07,1,0.83,0.83,8
134314,124135,0.81,-2.09,1,0.83,0.83,8
134315,124136,0.80,-1.98,1,0.83,0.83,8
134317,124137,0.83,-1.98,1,0.83,0.83,8
134318,124138,0.82,-2.01,1,0.82,0.83,8
134319,124139,0.87,-1.95,1,0.82,0.83,8
134320,124140,0.80,-2.15,1,0.82,0.83,8
134321,124141,0.82,-2.00,1,0.82,0.83,8
134322,124142,0.84,-1.97,1,0.82,0.83,8
134323,124143,0.81,-1.95,1,0.82,0.83,8
134325,124144,0.83,-1.97,1,0.82,0.83,9
134326,124145,0.83,-2.01,1,0.83,0.83,9
134327,124146,0.84,-1.97,1,0.83,0.83,9
134328,124147,0.83,-2.00,1,0.83,0.83,9
134329,124148,0.84,-1.98,1,0.83,0.83,9
134330,124149,0.83,-2.07,1,0.83,0.83,9
134331,124150,0.82,-2.00,1,0.83,0.83,9
134332,124151,0.84,-1.94,1,0.83,0.83,9
134334,124152,0.83,-1.97,1,0.83,0.83,9
134335,124153,0.84,-1.92,1,0.83,0.83,9
134336,124154,0.86,-1.95,1,0.84,0.83,9
134337,124155,0.83,-1.98,1,0.84,0.83,9
134338,124156,0.82,-2.06,1,0.83,0.83,9
134339,124157,0.83,-2.06,1,0.83,0.83,9
134340,124158,0.83,-2.00,1,0.83,0.83,9
134341,124159,0.84,-2.01,1,0.83,0.83,9
134342,124160,0.84,-1.98,1,0.83,0.83,9
134343,124161,0.84,-1.94,1,0.84,0.83,9
134344,124162,0.82,-1.98,1,0.84,0.83,9
134345,124163,0.83,-1.98,1,0.84,0.83,9
134347,124164,0.82,-2.09,1,0.83,0.83,9
134348,124165,0.84,-1.91,1,0.83,0.83,9
134349,124166,0.85,-1.94,1,0.83,0.83,9
