# ms,sample,dist,cppm,valid,dist_filt,dist_smooth,rx_fail
491355,453333,0.84,-1.62,1,0.83,0.83,59
491356,453334,0.83,-1.51,1,0.83,0.83,59
491357,453335,0.81,-1.61,1,0.83,0.83,59
491358,453336,0.85,-1.59,1,0.84,0.83,59
491359,453337,0.83,-1.59,1,0.83,0.83,59
491361,453338,0.83,-1.67,1,0.83,0.83,59
491362,453339,0.83,-1.52,1,0.83,0.83,59
491363,453340,0.83,-1.70,1,0.83,0.83,59
491364,453341,0.83,-1.61,1,0.83,0.83,59
491365,453342,0.82,-1.64,1,0.83,0.83,59
491366,453343,0.83,-1.62,1,0.83,0.83,59
491367,453344,0.83,-1.62,1,0.83,0.83,59
491368,453345,0.87,-1.59,1,0.83,0.83,59
491369,453346,0.86,-1.56,1,0.83,0.83,59
491370,453347,0.83,-1.59,1,0.83,0.83,59
491371,453348,0.83,-1.64,1,0.83,0.83,59
491372,453349,0.83,-1.68,1,0.83,0.83,59
491374,453350,0.82,-1.67,1,0.83,0.83,59
491375,453351,0.82,-1.52,1,0.83,0.83,59
491376,453352,0.84,-1.56,1,0.83,0.83,59
491377,453353,0.86,-1.62,1,0.83,0.83,59
491378,453354,0.82,-1.68,1,0.82,0.83,59
491379,453355,0.80,-1.61,1,0.82,0.83,59
491380,453356,0.83,-1.58,1,0.83,0.83,59
491381,453357,0.83,-1.68,1,0.83,0.83,59
491382,453358,0.82,-1.73,1,0.82,0.83,59
491383,453359,0.83,-1.62,1,0.83,0.83,59
491384,453360,0.84,-1.45,1,0.83,0.83,59
491385,453361,0.81,-1.76,1,0.83,0.83,59
491387,453362,0.80,-1.70,1,0.82,0.83,59
491388,453363,0.81,-1.67,1,0.81,0.83,59
491389,453364,0.84,-1.59,1,0.81,0.83,59
491390,453365,0.83,-1.62,1,0.81,0.82,59
491391,453366,0.83,-1.65,1,0.83,0.82,59
491392,453367,0.81,-1.59,1,0.83,0.82,59
491393,453368,0.83,-1.67,1,0.83,0.82,59
491394,453369,0.83,-1.55,1,0.83,0.82,59
491395,453370,0.82,-1.64,1,0.83,0.82,59
491396,453371,0.81,-1.62,1,0.82,0.82,59
491397,453372,0.82,-1.67,1,0.82,0.82,59
491398,453373,0.85,-1.42,1,0.82,0.82,59
491400,453374,0.85,-1.49,1,0.82,0.82,59
491401,453375,0.82,-1.62,1,0.82,0.82,59
491402,453376,0.82,-1.68,1,0.82,0.82,59
491403,453377,0.87,-1.58,1,0.85,0.82,59
491404,453378,0.83,-1.51,1,0.83,0.82,59
491405,453379,0.80,-1.64,1,0.82,0.82,59
491406,453380,0.82,-1.64,1,0.82,0.82,59
491407,453381,0.86,-1.56,1,0.83,0.82,59
491408,453382,0.83,-1.52,1,0.83,0.82,59
491409,453383,0.80,-1.74,1,0.82,0.82,59
491410,453384,0.81,-1.61,1,0.82,0.82,59
491412,453385,0.84,-1.70,1,0.83,0.82,59
491413,453386,0.85,-1.49,1,0.83,0.82,59
491414,453387,0.82,-1.59,1,0.82,0.82,59
491415,453388,0.83,-1.70,1,0.83,0.82,59
491416,453389,0.82,-1.62,1,0.83,0.82,59
491417,453390,0.83,-1.59,1,0.83,0.83,59
491418,453391,0.82,-1.62,1,0.82,0.82,59
491419,453392,0.82,-1.76,1,0.82,0.82,59
491420,453393,0.83,-1.67,1,0.82,0.82,59
491421,453394,0.85,-1.59,1,0.83,0.82,59
491422,453395,0.82,-1.67,1,0.82,0.82,59
491423,453396,0.83,-1.56,1,0.83,0.82,59
491425,453397,0.83,-1.52,1,0.83,0.83,59
491426,453398,0.85,-1.48,1,0.83,0.83,59
491427,453399,0.83,-1.52,1,0.83,0.83,59
491428,453400,0.82,-1.74,1,0.83,0.83,59
491429,453401,0.85,-1.55,1,0.83,0.83,59
491430,453402,0.85,-1.64,1,0.85,0.83,59
491431,453403,0.83,-1.42,1,0.83,0.83,59
491432,453404,0.83,-1.70,1,0.83,0.83,59
491433,453405,0.83,-1.67,1,0.83,0.83,59
491434,453406,0.84,-1.59,1,0.83,0.83,59
491435,453407,0.83,-1.56,1,0.83,0.83,59
491436,453408,0.83,-1.67,1,0.83,0.83,59
491438,453409,0.83,-1.52,1,0.83,0.83,59
491439,453410,0.84,-1.58,1,0.83,0.83,59
491440,453411,0.82,-1.61,1,0.83,0.83,59
491441,453412,0.80,-1.76,1,0.83,0.83,59
491442,453413,0.84,-1.61,1,0.83,0.83,59
491443,453414,0.83,-1.70,1,0.83,0.83,59
491444,453415,0.83,-1.56,1,0.83,0.83,59
491445,453416,0.82,-1.77,1,0.83,0.83,59
491446,453417,0.85,-1.68,1,0.83,0.83,59
491447,453418,0.83,-1.62,1,0.83,0.83,59
491448,453419,0.82,-1.62,1,0.83,0.83,59
491449,453420,0.83,-1.67,1,0.83,0.83,59
491451,453421,0.83,-1.65,1,0.83,0.83,59
491452,453422,0.85,-1.68,1,0.83,0.83,59
491453,453423,0.83,-1.48,1,0.83,0.83,59
491454,453424,0.83,-1.71,1,0.83,0.83,59
491455,453425,0.84,-1.67,1,0.83,0.83,59
491456,453426,0.83,-1.61,1,0.83,0.83,59
491457,453427,0.83,-1.52,1,0.83,0.83,59
491458,453428,0.84,-1.59,1,0.83,0.83,59
491459,453429,0.85,-1.59,1,0.84,0.83,59
491460,453430,0.83,-1.59,1,0.83,0.83,59
491461,453431,0.83,-1.45,1,0.83,0.83,59
491462,453432,0.83,-1.65,1,0.83,0.83,59
491464,453433,0.84,-1.55,1,0.83,0.83,59
491465,453434,0.83,-1.70,1,0.83,0.83,59
491466,453435,0.81,-1.61,1,0.83,0.83,59
491467,453436,0.83,-1.71,1,0.83,0.83,59
491468,453437,0.86,-1.71,1,0.83,0.83,59
491469,453438,0.82,-1.65,1,0.83,0.83,59
491470,453439,0.81,-1.58,1,0.82,0.83,59
491471,453440,0.82,-1.61,1,0.82,0.83,59
491472,453441,0.88,-1.59,1,0.82,0.83,59
491473,453442,0.83,-1.61,1,0.82,0.83,59
491474,453443,0.83,-1.59,1,0.83,0.83,59
491475,453444,0.83,-1.64,1,0.83,0.83,59
491477,453445,0.83,-1.79,1,0.83,0.83,59
491478,453446,0.83,-1.64,1,0.83,0.83,59
491479,453447,0.81,-1.62,1,0.83,0.83,59
491480,453448,0.83,-1.64,1,0.83,0.83,59
491481,453449,0.85,-1.58,1,0.83,0.83,59
491482,453450,0.83,-1.55,1,0.83,0.83,59
491483,453451,0.80,-1.64,1,0.83,0.83,59
491484,453452,0.83,-1.58,1,0.83,0.83,59
491485,453453,0.86,-1.68,1,0.83,0.83,59
491486,453454,0.83,-1.52,1,0.83,0.83,59
491487,453455,0.81,-1.73,1,0.83,0.83,59
491489,453456,0.84,-1.62,1,0.83,0.83,59
491490,453457,0.83,-1.68,1,0.83,0.83,59
491491,453458,0.83,-1.68,1,0.83,0.83,59
491492,453459,0.82,-1.64,1,0.83,0.83,59
491493,453460,0.81,-1.64,1,0.83,0.83,59
491494,453461,0.84,-1.53,1,0.83,0.83,59
491495,453462,0.84,-1.62,1,0.83,0.83,59
491496,453463,0.80,-1.68,1,0.82,0.83,59
491497,453464,0.83,-1.45,1,0.83,0.83,59
491498,453465,0.83,-1.61,1,0.83,0.83,59
491499,453466,0.81,-1.76,1,0.83,0.83,59
491500,453467,0.80,-1.71,1,0.81,0.83,59
491502,453468,0.83,-1.36,1,0.83,0.83,59
491503,453469,0.83,-1.67,1,0.83,0.83,59
491504,453470,0.83,-1.64,1,0.83,0.83,59
491505,453471,0.80,-1.68,1,0.83,0.83,59
491506,453472,0.83,-1.52,1,0.83,0.83,59
491507,453473,0.85,-1.46,1,0.83,0.83,59
491508,453474,0.83,-1.68,1,0.83,0.83,59
491509,453475,0.82,-1.71,1,0.83,0.83,59
491510,453476,0.82,-1.52,1,0.83,0.83,59
491511,453477,0.83,-1.55,1,0.83,0.83,59
491512,453478,0.83,-1.61,1,0.83,0.83,59
491513,453479,0.82,-1.43,1,0.82,0.83,59
491515,453480,0.81,-1.61,1,0.82,0.83,59
491516,453481,0.83,-1.71,1,0.83,0.83,59
491517,453482,0.84,-1.51,1,0.83,0.83,59
491518,453483,0.81,-1.59,1,0.82,0.83,59
491519,453484,0.83,-1.51,1,0.83,0.83,59
491520,453485,0.85,-1.59,1,0.83,0.83,59
491521,453486,0.84,-1.49,1,0.84,0.83,59
491522,453487,0.79,-1.77,1,0.83,0.83,59
491523,453488,0.83,-1.53,1,0.83,0.83,59
491524,453489,0.83,-1.65,1,0.83,0.83,59
491525,453490,0.84,-1.55,1,0.83,0.83,59
491526,453491,0.82,-1.65,1,0.83,0.83,59
491528,453492,0.81,-1.70,1,0.83,0.83,59
491529,453493,0.85,-1.59,1,0.83,0.83,59
491530,453494,0.86,-1.48,1,0.84,0.83,59
491531,453495,0.82,-1.61,1,0.82,0.83,59
491532,453496,0.83,-1.64,1,0.83,0.83,59
491533,453497,0.84,-1.68,1,0.84,0.83,59
491534,453498,0.85,-1.67,1,0.84,0.83,59
491535,453499,0.83,-1.43,1,0.83,0.83,59
491536,453500,0.83,-1.58,1,0.83,0.83,59
491537,453501,0.85,-1.56,1,0.84,0.83,59
491538,453502,0.87,-1.64,1,0.85,0.83,59
491540,453503,0.81,-1.42,1,0.83,0.83,59
491541,453504,0.82,-1.61,1,0.83,0.83,59
491542,453505,0.86,-1.51,1,0.85,0.83,59
491543,453506,0.83,-1.68,1,0.83,0.83,59
491544,453507,0.82,-1.53,1,0.82,0.83,59
491545,453508,0.83,-1.58,1,0.83,0.83,59
491546,453509,0.84,-1.61,1,0.83,0.83,59
491547,453510,0.82,-1.71,1,0.83,0.83,59
491548,453511,0.83,-1.59,1,0.83,0.83,59
491549,453512,0.82,-1.68,1,0.83,0.83,59
491550,453513,0.84,-1.64,1,0.83,0.83,59
491551,453514,0.83,-1.64,1,0.83,0.83,59
491553,453515,0.80,-1.62,1,0.83,0.83,59
491554,453516,0.83,-1.53,1,0.83,0.83,59
491555,453517,0.85,-1.59,1,0.83,0.83,59
491556,453518,0.86,-1.52,1,0.83,0.83,59
491557,453519,0.82,-1.61,1,0.83,0.83,59
491558,453520,0.82,-1.56,1,0.83,0.83,59
491559,453521,0.83,-1.61,1,0.83,0.83,59
491560,453522,0.85,-1.62,1,0.83,0.83,59
491561,453523,0.83,-1.70,1,0.83,0.83,59
491562,453524,0.83,-1.45,1,0.83,0.83,59
491563,453525,0.83,-1.62,1,0.83,0.83,59
491564,453526,0.85,-1.73,1,0.83,0.83,59
491566,453527,0.79,-1.74,1,0.83,0.83,59
491567,453528,0.83,-1.51,1,0.83,0.83,59
491568,453529,0.85,-1.55,1,0.83,0.83,59
491569,453530,0.85,-1.59,1,0.85,0.83,59
491570,453531,0.79,-1.76,1,0.83,0.83,59
491571,453532,0.83,-1.58,1,0.83,0.83,59
491572,453533,0.83,-1.64,1,0.83,0.83,59
491573,453534,0.84,-1.80,1,0.83,0.83,59
491574,453535,0.79,-1.74,1,0.83,0.83,59
491575,453536,0.83,-1.52,1,0.83,0.83,59
491576,453537,0.84,-1.58,1,0.83,0.83,59
491577,453538,0.84,-1.74,1,0.84,0.83,59
491579,453539,0.81,-1.70,1,0.83,0.83,59
491580,453540,0.83,-1.49,1,0.83,0.83,59
491581,453541,0.84,-1.45,1,0.84,0.83,59
491582,453542,0.85,-1.59,1,0.84,0.83,59
491583,453543,0.80,-1.67,1,0.83,0.83,59
491584,453544,0.79,-1.74,1,0.83,0.83,59
491585,453545,0.83,-1.59,1,0.83,0.83,59
491586,453546,0.83,-1.74,1,0.83,0.83,59
491587,453547,0.81,-1.64,1,0.81,0.83,59
491588,453548,0.81,-1.53,1,0.81,0.83,59
491589,453549,0.83,-1.56,1,0.83,0.83,59
491590,453550,0.84,-1.79,1,0.83,0.83,59
491592,453551,0.83,-1.52,1,0.83,0.83,59
491593,453552,0.81,-1.62,1,0.83,0.83,59
491594,453553,0.84,-1.56,1,0.83,0.83,59
491595,453554,0.83,-1.62,1,0.83,0.83,59
491596,453555,0.82,-1.55,1,0.83,0.83,59
491597,453556,0.80,-1.61,1,0.82,0.83,59
491598,453557,0.86,-1.58,1,0.83,0.83,59
491599,453558,0.84,-1.48,1,0.83,0.83,59
491600,453559,0.81,-1.65,1,0.82,0.83,59
491601,453560,0.81,-1.56,1,0.81,0.83,59
491602,453561,0.84,-1.51,1,0.84,0.83,59
491603,453562,0.83,-1.62,1,0.83,0.83,59
491605,453563,0.83,-1.61,1,0.83,0.83,59
491606,453564,0.82,-1.53,1,0.83,0.83,59
491607,453565,0.83,-1.53,1,0.83,0.83,59
491608,453566,0.85,-1.52,1,0.83,0.83,59
491609,453567,0.83,-1.62,1,0.83,0.83,59
491610,453568,0.80,-1.59,1,0.83,0.83,59
491611,453569,0.82,-1.64,1,0.83,0.83,59
491612,453570,0.87,-1.49,1,0.83,0.83,59
491613,453571,0.83,-1.65,1,0.83,0.83,59
491614,453572,0.81,-1.55,1,0.82,0.83,59
491615,453573,0.84,-1.62,1,0.83,0.83,59
491617,453574,0.85,-1.48,1,0.84,0.83,59
491618,453575,0.83,-1.58,1,0.83,0.83,59
491619,453576,0.83,-1.64,1,0.83,0.83,59
491620,453577,0.83,-1.64,1,0.83,0.83,59
491621,453578,0.85,-1.59,1,0.83,0.83,59
491622,453579,0.82,-1.61,1,0.83,0.83,59
491623,453580,0.83,-1.65,1,0.83,0.83,59
491624,453581,0.83,-1.67,1,0.83,0.83,59
491625,453582,0.84,-1.65,1,0.83,0.83,59
491626,453583,0.81,-1.56,1,0.83,0.83,59
491627,453584,0.83,-1.70,1,0.83,0.83,59
491628,453585,0.82,-1.73,1,0.83,0.83,59
491630,453586,0.84,-1.51,1,0.83,0.83,59
491631,453587,0.84,-1.56,1,0.83,0.83,59
491632,453588,0.83,-1.70,1,0.83,0.83,59
491633,453589,0.84,-1.59,1,0.84,0.83,59
491634,453590,0.87,-1.52,1,0.84,0.83,59
491635,453591,0.82,-1.62,1,0.84,0.83,59
491636,453592,0.81,-1.65,1,0.83,0.83,59
491637,453593,0.83,-1.71,1,0.83,0.83,59
491638,453594,0.85,-1.56,1,0.83,0.83,59
491639,453595,0.84,-1.48,1,0.83,0.83,59
491640,453596,0.81,-1.74,1,0.83,0.83,59
491641,453597,0.85,-1.58,1,0.84,0.83,59
491643,453598,0.84,-1.71,1,0.84,0.83,59
491644,453599,0.80,-1.64,1,0.84,0.83,59
491645,453600,0.80,-1.74,1,0.81,0.83,59
491646,453601,0.84,-1.59,1,0.84,0.83,59
491647,453602,0.83,-1.67,1,0.83,0.83,59
491648,453603,0.83,-1.53,1,0.83,0.83,59
491649,453604,0.80,-1.76,1,0.83,0.83,59
491650,453605,0.83,-1.74,1,0.83,0.83,59
491651,453606,0.86,-1.67,1,0.83,0.83,59
491652,453607,0.83,-1.48,1,0.83,0.83,59
491653,453608,0.82,-1.71,1,0.83,0.83,59
491654,453609,0.83,-1.62,1,0.83,0.83,59
491656,453610,0.86,-1.70,1,0.83,0.83,59
491657,453611,0.83,-1.56,1,0.83,0.83,59
491658,453612,0.83,-1.65,1,0.83,0.83,59
491659,453613,0.83,-1.58,1,0.83,0.83,59
491660,453614,0.85,-1.59,1,0.83,0.83,59
491661,453615,0.81,-1.62,1,0.83,0.83,59
491662,453616,0.83,-1.59,1,0.83,0.83,59
491663,453617,0.83,-1.73,1,0.83,0.83,59
491664,453618,0.83,-1.67,1,0.83,0.83,59
491665,453619,0.82,-1.52,1,0.83,0.83,59
491666,453620,0.83,-1.58,1,0.83,0.83,59
491667,453621,0.85,-1.58,1,0.83,0.83,59
491669,453622,0.84,-1.53,1,0.83,0.83,59
491670,453623,0.84,-1.43,1,0.84,0.83,59
491671,453624,0.82,-1.64,1,0.84,0.83,59
491672,453625,0.83,-1.71,1,0.84,0.83,59
491673,453626,0.85,-1.52,1,0.84,0.83,59
491674,453627,0.82,-1.56,1,0.83,0.83,59
491675,453628,0.82,-1.67,1,0.82,0.83,59
491676,453629,0.86,-1.59,1,0.83,0.83,59
491677,453630,0.84,-1.71,1,0.84,0.83,59
491678,453631,0.83,-1.59,1,0.83,0.83,59
491679,453632,0.83,-1.55,1,0.83,0.83,59
491680,453633,0.83,-1.52,1,0.83,0.83,59
491682,453634,0.83,-1.61,1,0.83,0.83,59
491683,453635,0.84,-1.59,1,0.83,0.83,59
491684,453636,0.82,-1.56,1,0.83,0.83,59
491685,453637,0.84,-1.64,1,0.83,0.83,59
491686,453638,0.83,-1.74,1,0.83,0.83,59
491687,453639,0.84,-1.48,1,0.84,0.83,59
491688,453640,0.83,-1.55,1,0.83,0.83,59
491689,453641,0.84,-1.64,1,0.84,0.83,59
491690,453642,0.84,-1.59,1,0.84,0.83,59
491691,453643,0.82,-1.62,1,0.84,0.83,59
491692,453644,0.83,-1.59,1,0.83,0.83,59
491693,453645,0.83,-1.64,1,0.83,0.83,59
491695,453646,0.87,-1.49,1,0.83,0.83,59
491696,453647,0.84,-1.48,1,0.83,0.83,59
491697,453648,0.83,-1.59,1,0.83,0.83,59
491698,453649,0.83,-1.67,1,0.83,0.83,59
491699,453650,0.85,-1.64,1,0.84,0.83,59
491700,453651,0.83,-1.62,1,0.83,0.83,59
491701,453652,0.82,-1.65,1,0.83,0.83,59
491702,453653,0.86,-1.55,1,0.83,0.83,59
491703,453654,0.84,-1.59,1,0.84,0.83,59
491704,453655,0.81,-1.51,1,0.83,0.83,59
491705,453656,0.83,-1.59,1,0.83,0.83,59
491707,453657,0.82,-1.79,1,0.83,0.83,59
491708,453658,0.85,-1.61,1,0.83,0.83,59
491709,453659,0.82,-1.62,1,0.82,0.83,59
491710,453660,0.83,-1.42,1,0.83,0.83,59
491711,453661,0.83,-1.64,1,0.83,0.83,59
491712,453662,0.84,-1.65,1,0.83,0.83,59
491713,453663,0.79,-1.76,1,0.83,0.83,59
491714,453664,0.82,-1.42,1,0.83,0.83,59
491715,453665,0.83,-1.61,1,0.83,0.83,59
491716,453666,0.83,-1.70,1,0.83,0.83,59
491717,453667,0.83,-1.52,1,0.83,0.83,59
491718,453668,0.81,-1.67,1,0.83,0.83,59
491720,453669,0.83,-1.64,1,0.83,0.83,59
491721,453670,0.84,-1.53,1,0.83,0.83,59
491722,453671,0.81,-1.70,1,0.83,0.83,59
491723,453672,0.80,-1.61,1,0.81,0.83,59
491724,453673,0.83,-1.55,1,0.83,0.83,59
491725,453674,0.83,-1.70,1,0.83,0.83,59
491726,453675,0.83,-1.56,1,0.83,0.83,59
491727,453676,0.82,-1.62,1,0.83,0.83,59
491728,453677,0.83,-1.65,1,0.83,0.83,59
491729,453678,0.83,-1.71,1,0.83,0.83,59
491730,453679,0.81,-1.70,1,0.83,0.83,59
491731,453680,0.81,-1.67,1,0.82,0.83,59
491733,453681,0.83,-1.55,1,0.83,0.83,59
491734,453682,0.84,-1.71,1,0.83,0.83,59
491735,453683,0.81,-1.64,1,0.81,0.83,59
491736,453684,0.81,-1.68,1,0.81,0.83,59
491737,453685,0.84,-1.59,1,0.83,0.83,59
491738,453686,0.84,-1.64,1,0.84,0.83,59
491739,453687,0.82,-1.62,1,0.82,0.83,59
491740,453688,0.83,-1.59,1,0.83,0.83,59
491741,453689,0.83,-1.48,1,0.83,0.83,59
491742,453690,0.83,-1.80,1,0.83,0.83,59
491743,453691,0.84,-1.48,1,0.83,0.83,59
491744,453692,0.82,-1.59,1,0.83,0.83,59
491746,453693,0.85,-1.49,1,0.83,0.83,59
491747,453694,0.84,-1.58,1,0.84,0.83,59
491748,453695,0.81,-1.65,1,0.84,0.83,59
491749,453696,0.78,-1.68,1,0.82,0.83,59
491750,453697,0.82,-1.58,1,0.82,0.83,59
491751,453698,0.84,-1.48,1,0.82,0.83,59
491752,453699,0.84,-1.56,1,0.82,0.83,59
491753,453700,0.81,-1.55,1,0.82,0.83,59
491754,453701,0.82,-1.68,1,0.82,0.83,59
491755,453702,0.85,-1.45,1,0.84,0.83,59
491756,453703,0.84,-1.55,1,0.84,0.83,59
491757,453704,0.81,-1.62,1,0.82,0.83,59
491759,453705,0.80,-1.83,1,0.82,0.83,59
491760,453706,0.87,-1.51,1,0.84,0.83,59
491761,453707,0.82,-1.61,1,0.82,0.83,59
491762,453708,0.82,-1.59,1,0.82,0.83,59
491763,453709,0.83,-1.51,1,0.82,0.83,59
491764,453710,0.85,-1.64,1,0.83,0.83,59
491765,453711,0.83,-1.67,1,0.83,0.83,59
491766,453712,0.83,-1.62,1,0.83,0.83,59
491767,453713,0.82,-1.61,1,0.83,0.83,59
491768,453714,0.85,-1.59,1,0.83,0.83,59
491769,453715,0.84,-1.59,1,0.83,0.83,59
491770,453716,0.82,-1.65,1,0.83,0.83,59
491772,453717,0.82,-1.70,1,0.82,0.83,59
491773,453718,0.83,-1.67,1,0.83,0.83,59
491774,453719,0.84,-1.59,1,0.83,0.83,59
491775,453720,0.82,-1.68,1,0.82,0.83,59
491776,453721,0.81,-1.79,1,0.82,0.83,59
491777,453722,0.83,-1.70,1,0.83,0.83,59
491778,453723,0.83,-1.64,1,0.83,0.83,59
491779,453724,0.83,-1.53,1,0.83,0.83,59
491780,453725,0.83,-1.70,1,0.83,0.83,59
491781,453726,0.84,-1.59,1,0.83,0.83,59
491782,453727,0.84,-1.56,1,0.83,0.83,59
491783,453728,0.82,-1.59,1,0.83,0.83,59
491785,453729,0.82,-1.59,1,0.83,0.83,59
491786,453730,0.83,-1.61,1,0.83,0.83,59
491787,453731,0.85,-1.59,1,0.83,0.83,59
491788,453732,0.83,-1.58,1,0.83,0.83,59
491789,453733,0.83,-1.65,1,0.83,0.83,59
491790,453734,0.83,-1.71,1,0.83,0.83,59
491791,453735,0.85,-1.46,1,0.83,0.83,59
491792,453736,0.83,-1.58,1,0.83,0.83,59
491793,453737,0.83,-1.70,1,0.83,0.83,59
491794,453738,0.83,-1.64,1,0.83,0.83,59
491795,453739,0.83,-1.61,1,0.83,0.83,59
491796,453740,0.83,-1.55,1,0.83,0.83,59
491798,453741,0.81,-1.76,1,0.83,0.83,59
491799,453742,0.83,-1.58,1,0.83,0.83,59
491800,453743,0.83,-1.58,1,0.83,0.83,59
491801,453744,0.82,-1.56,1,0.83,0.83,59
491802,453745,0.86,-1.56,1,0.83,0.83,59
491803,453746,0.83,-1.71,1,0.83,0.83,59
