# ms,sample,dist,cppm,valid,dist_filt,dist_smooth,rx_fail
691882,638220,1.08,-��j
691975,638305,1.05,-1.61,1,1.05,1.06,78
691976,638306,1.06,-1.55,1,1.05,1.06,78
691977,638307,1.08,-1.56,1,1.06,1.06,78
691978,638308,1.08,-1.55,1,1.08,1.06,78
691979,638309,1.07,-1.55,1,1.07,1.06,78
691980,638310,1.08,-1.61,1,1.08,1.07,78
691981,638311,1.06,-1.51,1,1.08,1.07,78
691982,638312,1.04,-1.64,1,1.07,1.07,78
691983,638313,1.09,-1.42,1,1.07,1.07,78
691984,638314,1.06,-1.52,1,1.06,1.07,78
691985,638315,1.07,-1.48,1,1.06,1.07,78
691986,638316,1.08,-1.48,1,1.07,1.07,78
691988,638317,1.08,-1.58,1,1.08,1.07,78
691989,638318,1.07,-1.51,1,1.07,1.07,78
691990,638319,1.06,-1.61,1,1.07,1.07,78
691991,638320,1.08,-1.55,1,1.08,1.07,78
691992,638321,1.06,-1.56,1,1.07,1.07,78
691993,638322,1.08,-1.45,1,1.07,1.07,78
691994,638323,1.10,-1.51,1,1.08,1.07,78
691995,638324,1.07,-1.53,1,1.08,1.07,78
691996,638325,1.06,-1.51,1,1.07,1.07,78
691997,638326,1.08,-1.59,1,1.08,1.07,78
691998,638327,1.08,-1.53,1,1.08,1.07,78
691999,638328,1.06,-1.65,1,1.07,1.07,78
692001,638329,1.06,-1.64,1,1.06,1.07,78
692002,638330,1.06,-1.61,1,1.06,1.07,78
692003,638331,1.07,-1.59,1,1.06,1.07,78
692004,638332,1.08,-1.58,1,1.06,1.07,78
692005,638333,1.06,-1.43,1,1.06,1.07,78
692006,638334,1.06,-1.56,1,1.06,1.07,78
692007,638335,1.06,-1.56,1,1.06,1.07,78
692008,638336,1.09,-1.52,1,1.06,1.07,78
692009,638337,1.06,-1.58,1,1.06,1.07,78
692010,638338,1.07,-1.56,1,1.06,1.07,78
692011,638339,1.08,-1.52,1,1.07,1.07,78
692012,638340,1.07,-1.52,1,1.07,1.07,78
692014,638341,1.08,-1.56,1,1.07,1.07,78
692015,638342,1.07,-1.67,1,1.07,1.07,78
692016,638343,1.06,-1.53,1,1.07,1.07,78
692017,638344,1.08,-1.56,1,1.07,1.07,78
692018,638345,1.08,-1.62,1,1.08,1.07,78
692019,638346,1.06,-1.52,1,1.07,1.07,78
692020,638347,1.08,-1.46,1,1.08,1.07,78
692021,638348,1.08,-1.52,1,1.08,1.07,78
692022,638349,1.08,-1.52,1,1.08,1.07,78
692023,638350,1.06,-1.53,1,1.08,1.07,78
692024,638351,1.08,-1.52,1,1.08,1.07,78
692025,638352,1.07,-1.52,1,1.08,1.07,78
692027,638353,1.05,-1.59,1,1.07,1.07,78
692028,638354,1.06,-1.58,1,1.06,1.07,78
692029,638355,1.07,-1.58,1,1.07,1.07,78
692030,638356,1.05,-1.61,1,1.06,1.07,78
692031,638357,1.08,-1.52,1,1.06,1.07,78
692032,638358,1.08,-1.46,1,1.07,1.07,78
692033,638359,1.05,-1.51,1,1.07,1.07,78
692034,638360,1.07,-1.56,1,1.07,1.07,78
692035,638361,1.10,-1.40,1,1.08,1.07,78
692036,638362,1.05,-1.53,1,1.07,1.07,78
692037,638363,1.07,-1.65,1,1.07,1.07,78
692038,638364,1.08,-1.61,1,1.07,1.07,78
692040,638365,1.07,-1.59,1,1.07,1.07,78
692041,638366,1.07,-1.56,1,1.07,1.07,78
692042,638367,1.10,-1.49,1,1.07,1.07,78
692043,638368,1.05,-1.56,1,1.07,1.07,78
692044,638369,1.07,-1.58,1,1.07,1.07,78
692045,638370,1.06,-1.64,1,1.07,1.07,78
692046,638371,1.07,-1.52,1,1.07,1.07,78
692047,638372,1.08,-1.48,1,1.07,1.07,78
692048,638373,1.08,-1.65,1,1.07,1.07,78
692049,638374,1.08,-1.48,1,1.08,1.07,78
692050,638375,1.08,-1.49,1,1.08,1.07,78
692052,638376,1.06,-1.65,1,1.08,1.07,78
692053,638377,1.07,-1.56,1,1.08,1.07,78
692054,638378,1.05,-1.59,1,1.07,1.07,78
692055,638379,1.08,-1.56,1,1.07,1.07,78
692056,638380,1.07,-1.64,1,1.07,1.07,78
692057,638381,1.06,-1.53,1,1.07,1.07,78
692058,638382,1.07,-1.52,1,1.07,1.07,78
692059,638383,1.08,-1.52,1,1.07,1.07,78
692060,638384,1.08,-1.49,1,1.07,1.07,78
692061,638385,1.06,-1.59,1,1.07,1.07,78
692062,638386,1.09,-1.55,1,1.08,1.07,78
692063,638387,1.05,-1.64,1,1.08,1.07,78
692065,638388,1.07,-1.58,1,1.07,1.07,78
692066,638389,1.10,-1.59,1,1.07,1.07,78
692067,638390,1.05,-1.56,1,1.07,1.07,78
692068,638391,1.07,-1.52,1,1.07,1.07,78
692069,638392,1.09,-1.51,1,1.07,1.07,78
692070,638393,1.07,-1.56,1,1.07,1.07,78
692071,638394,1.06,-1.61,1,1.07,1.07,78
692072,638395,1.07,-1.70,1,1.07,1.07,78
692073,638396,1.05,-1.61,1,1.07,1.07,78
692074,638397,1.05,-1.53,1,1.06,1.07,78
692075,638398,1.07,-1.64,1,1.06,1.07,78
692076,638399,1.07,-1.51,1,1.07,1.07,78
692078,638400,1.07,-1.53,1,1.07,1.07,78
692079,638401,1.09,-1.49,1,1.07,1.07,78
692080,638402,1.06,-1.62,1,1.07,1.07,78
692081,638403,1.06,-1.64,1,1.07,1.07,78
692082,638404,1.07,-1.52,1,1.07,1.07,78
692083,638405,1.08,-1.56,1,1.07,1.07,78
692084,638406,1.07,-1.49,1,1.07,1.07,78
692085,638407,1.06,-1.56,1,1.07,1.07,78
692086,638408,1.08,-1.51,1,1.07,1.07,78
692087,638409,1.06,-1.55,1,1.07,1.07,78
692088,638410,1.08,-1.51,1,1.07,1.07,78
692089,638411,1.08,-1.67,1,1.08,1.07,78
692091,638412,1.06,-1.53,1,1.08,1.07,78
692092,638413,1.07,-1.62,1,1.07,1.07,78
692093,638414,1.09,-1.58,1,1.08,1.07,78
692094,638415,1.07,-1.55,1,1.07,1.07,78
692095,638416,1.07,-1.55,1,1.07,1.07,78
692096,638417,1.07,-1.51,1,1.07,1.07,78
692097,638418,1.08,-1.48,1,1.07,1.07,78
692098,638419,1.07,-1.52,1,1.07,1.07,78
692099,638420,1.07,-1.64,1,1.07,1.07,78
692100,638421,1.07,-1.55,1,1.07,1.07,78
692101,638422,1.06,-1.58,1,1.07,1.07,78
692102,638423,1.09,-1.42,1,1.07,1.07,78
692104,638424,1.05,-1.59,1,1.07,1.07,78
692105,638425,1.06,-1.56,1,1.06,1.07,78
692106,638426,1.08,-1.56,1,1.06,1.07,78
692107,638427,1.09,-1.49,1,1.08,1.07,78
692108,638428,1.06,-1.52,1,1.06,1.07,78
692109,638429,1.07,-1.58,1,1.07,1.07,78
692110,638430,1.05,-1.62,1,1.07,1.07,78
692111,638431,1.08,-1.45,1,1.07,1.07,78
692112,638432,1.09,-1.49,1,1.07,1.07,78
692113,638433,1.07,-1.61,1,1.07,1.07,78
692114,638434,1.05,-1.64,1,1.07,1.07,78
692115,638435,1.05,-1.64,1,1.07,1.07,78
692117,638436,1.07,-1.55,1,1.07,1.07,78
692118,638437,1.07,-1.48,1,1.07,1.07,78
692119,638438,1.08,-1.46,1,1.07,1.07,78
692120,638439,1.09,-1.51,1,1.07,1.07,78
692121,638440,1.05,-1.53,1,1.07,1.07,78
692122,638441,1.06,-1.58,1,1.07,1.07,78
692123,638442,1.08,-1.56,1,1.08,1.07,78
692124,638443,1.07,-1.53,1,1.07,1.07,78
692125,638444,1.06,-1.64,1,1.06,1.07,78
692126,638445,1.07,-1.56,1,1.07,1.07,78
692127,638446,1.07,-1.59,1,1.07,1.07,78
692128,638447,1.05,-1.55,1,1.07,1.07,78
692130,638448,1.07,-1.59,1,1.07,1.07,78
692131,638449,1.08,-1.51,1,1.07,1.07,78
692132,638450,1.06,-1.52,1,1.07,1.07,78
692133,638451,1.08,-1.53,1,1.07,1.07,78
692134,638452,1.09,-1.55,1,1.08,1.07,78
692135,638453,1.08,-1.49,1,1.08,1.07,78
692136,638454,1.06,-1.59,1,1.08,1.07,78
692137,638455,1.08,-1.64,1,1.08,1.07,78
692138,638456,1.06,-1.64,1,1.08,1.07,78
692139,638457,1.07,-1.59,1,1.07,1.07,78
692140,638458,1.10,-1.49,1,1.07,1.07,78
692141,638459,1.07,-1.55,1,1.07,1.07,78
692143,638460,1.08,-1.48,1,1.07,1.07,78
692144,638461,1.07,-1.52,1,1.07,1.07,78
692145,638462,1.06,-1.58,1,1.07,1.07,78
692146,638463,1.07,-1.56,1,1.07,1.07,78
692147,638464,1.07,-1.55,1,1.07,1.07,78
692148,638465,1.07,-1.53,1,1.07,1.07,78
692149,638466,1.08,-1.45,1,1.07,1.07,78
692150,638467,1.07,-1.55,1,1.07,1.07,78
692151,638468,1.08,-1.46,1,1.07,1.07,78
692152,638469,1.06,-1.45,1,1.07,1.07,78
692153,638470,1.07,-1.56,1,1.07,1.07,78
692154,638471,1.08,-1.46,1,1.07,1.07,78
692156,638472,1.05,-1.61,1,1.07,1.07,78
692157,638473,1.05,-1.59,1,1.06,1.07,78
692158,638474,1.09,-1.56,1,1.07,1.07,78
692159,638475,1.07,-1.59,1,1.07,1.07,78
692160,638476,1.08,-1.49,1,1.07,1.07,78
692161,638477,1.06,-1.61,1,1.07,1.07,78
692162,638478,1.06,-1.61,1,1.07,1.07,78
692163,638479,1.07,-1.52,1,1.07,1.07,78
692164,638480,1.08,-1.58,1,1.07,1.07,78
692165,638481,1.07,-1.51,1,1.07,1.07,78
692166,638482,1.07,-1.45,1,1.07,1.07,78
692168,638483,1.09,-1.52,1,1.07,1.07,78
692169,638484,1.06,-1.58,1,1.07,1.07,78
692170,638485,1.05,-1.62,1,1.07,1.07,78
692171,638486,1.06,-1.51,1,1.06,1.07,78
692172,638487,1.05,-1.64,1,1.06,1.07,78
692173,638488,1.05,-1.52,1,1.05,1.07,78
692174,638489,1.08,-1.61,1,1.05,1.07,78
692175,638490,1.07,-1.51,1,1.06,1.07,78
692176,638491,1.05,-1.64,1,1.05,1.07,78
692177,638492,1.07,-1.48,1,1.07,1.07,78
692178,638493,1.09,-1.53,1,1.07,1.07,78
692179,638494,1.07,-1.48,1,1.07,1.07,78
692181,638495,1.05,-1.64,1,1.07,1.07,78
692182,638496,1.07,-1.61,1,1.07,1.07,78
692183,638497,1.08,-1.46,1,1.07,1.07,78
692184,638498,1.06,-1.56,1,1.07,1.07,78
692185,638499,1.07,-1.62,1,1.07,1.07,78
692186,638500,1.05,-1.62,1,1.07,1.07,78
692187,638501,1.06,-1.64,1,1.06,1.07,78
692188,638502,1.09,-1.55,1,1.06,1.07,78
692189,638503,1.06,-1.58,1,1.06,1.07,78
692190,638504,1.08,-1.49,1,1.06,1.07,78
692191,638505,1.08,-1.61,1,1.08,1.07,78
692192,638506,1.07,-1.55,1,1.08,1.07,78
692194,638507,1.05,-1.55,1,1.07,1.07,78
692195,638508,1.09,-1.59,1,1.08,1.07,78
692196,638509,1.06,-1.58,1,1.07,1.07,78
692197,638510,1.05,-1.64,1,1.06,1.07,78
692198,638511,1.09,-1.45,1,1.06,1.07,78
692199,638512,1.06,-1.64,1,1.06,1.07,78
692200,638513,1.06,-1.59,1,1.06,1.07,78
692201,638514,1.06,-1.52,1,1.06,1.07,78
692202,638515,1.08,-1.58,1,1.06,1.07,78
692203,638516,1.04,-1.61,1,1.06,1.07,78
692204,638517,1.07,-1.59,1,1.06,1.07,78
692205,638518,1.09,-1.59,1,1.07,1.07,78
692207,638519,1.05,-1.64,1,1.07,1.07,78
692208,638520,1.07,-1.51,1,1.07,1.07,78
692209,638521,1.09,-1.52,1,1.07,1.07,78
692210,638522,1.07,-1.46,1,1.07,1.07,78
692211,638523,1.05,-1.64,1,1.07,1.07,78
692212,638524,1.08,-1.65,1,1.07,1.07,78
692213,638525,1.07,-1.53,1,1.07,1.07,78
692214,638526,1.08,-1.40,1,1.07,1.07,78
692215,638527,1.09,-1.48,1,1.08,1.07,78
692216,638528,1.08,-1.58,1,1.08,1.07,78
692217,638529,1.06,-1.55,1,1.08,1.07,78
692218,638530,1.07,-1.53,1,1.08,1.07,78
692220,638531,1.05,-1.61,1,1.07,1.07,78
692221,638532,1.07,-1.49,1,1.07,1.07,78
692222,638533,1.07,-1.53,1,1.07,1.07,78
692223,638534,1.07,-1.51,1,1.07,1.07,78
692224,638535,1.07,-1.46,1,1.07,1.07,78
692225,638536,1.07,-1.61,1,1.07,1.07,78
692226,638537,1.08,-1.51,1,1.07,1.07,78
692227,638538,1.06,-1.53,1,1.07,1.07,78
692228,638539,1.07,-1.49,1,1.07,1.07,78
692229,638540,1.08,-1.48,1,1.07,1.07,78
692230,638541,1.07,-1.56,1,1.07,1.07,78
692231,638542,1.07,-1.52,1,1.07,1.07,78
692233,638543,1.08,-1.55,1,1.07,1.07,78
692234,638544,1.06,-1.51,1,1.07,1.07,78
692235,638545,1.07,-1.55,1,1.07,1.07,78
692236,638546,1.07,-1.58,1,1.07,1.07,78
692237,638547,1.05,-1.53,1,1.07,1.07,78
692238,638548,1.07,-1.55,1,1.07,1.07,78
692239,638549,1.09,-1.45,1,1.07,1.07,78
692240,638550,1.07,-1.55,1,1.07,1.07,78
692241,638551,1.06,-1.55,1,1.07,1.07,78
692242,638552,1.07,-1.51,1,1.07,1.07,78
692243,638553,1.06,-1.55,1,1.07,1.07,78
692245,638554,1.05,-1.53,1,1.06,1.07,78
692246,638555,1.05,-1.62,1,1.06,1.07,78
692247,638556,1.06,-1.59,1,1.06,1.07,78
692248,638557,1.06,-1.55,1,1.06,1.07,78
692249,638558,1.07,-1.51,1,1.06,1.07,78
692250,638559,1.08,-1.52,1,1.06,1.07,78
692251,638560,1.06,-1.64,1,1.06,1.07,78
692252,638561,1.04,-1.62,1,1.06,1.07,78
692253,638562,1.08,-1.62,1,1.07,1.07,78
692254,638563,1.06,-1.51,1,1.06,1.07,78
692255,638564,1.08,-1.49,1,1.06,1.07,78
692256,638565,1.08,-1.58,1,1.08,1.07,78
692258,638566,1.06,-1.56,1,1.08,1.07,78
692259,638567,1.06,-1.55,1,1.06,1.07,78
692260,638568,1.09,-1.51,1,1.08,1.07,78
692261,638569,1.06,-1.51,1,1.06,1.07,78
692262,638570,1.07,-1.58,1,1.06,1.07,78
692263,638571,1.10,-1.40,1,1.07,1.07,78
692264,638572,1.06,-1.51,1,1.07,1.07,78
692265,638573,1.05,-1.52,1,1.06,1.07,78
692266,638574,1.07,-1.56,1,1.07,1.07,78
692267,638575,1.06,-1.55,1,1.06,1.07,78
692268,638576,1.05,-1.53,1,1.06,1.07,78
692269,638577,1.07,-1.61,1,1.06,1.07,78
692271,638578,1.08,-1.58,1,1.07,1.07,78
692272,638579,1.06,-1.45,1,1.06,1.07,78
692273,638580,1.08,-1.43,1,1.07,1.07,78
692274,638581,1.09,-1.48,1,1.08,1.07,78
692275,638582,1.07,-1.52,1,1.08,1.07,78
692276,638583,1.08,-1.42,1,1.08,1.07,78
692277,638584,1.06,-1.64,1,1.08,1.07,78
692278,638585,1.06,-1.56,1,1.07,1.07,78
692279,638586,1.09,-1.49,1,1.07,1.07,78
692280,638587,1.08,-1.64,1,1.08,1.07,78
692281,638588,1.05,-1.52,1,1.06,1.07,78
692282,638589,1.06,-1.53,1,1.06,1.07,78
692284,638590,1.08,-1.56,1,1.08,1.07,78
692285,638591,1.06,-1.67,1,1.06,1.07,78
692286,638592,1.06,-1.55,1,1.06,1.07,78
692287,638593,1.10,-1.48,1,1.06,1.07,78
692288,638594,1.06,-1.53,1,1.06,1.07,78
692289,638595,1.07,-1.58,1,1.06,1.07,78
692290,638596,1.08,-1.51,1,1.07,1.07,78
692291,638597,1.06,-1.51,1,1.07,1.07,78
692292,638598,1.07,-1.59,1,1.07,1.07,78
692293,638599,1.06,-1.64,1,1.07,1.07,78
692294,638600,1.06,-1.71,1,1.06,1.07,78
692295,638601,1.06,-1.53,1,1.06,1.07,78
692297,638602,1.08,-1.55,1,1.06,1.07,78
692298,638603,1.08,-1.61,1,1.06,1.07,78
692299,638604,1.06,-1.70,1,1.06,1.07,78
692300,638605,1.06,-1.62,1,1.06,1.07,78
692301,638606,1.09,-1.52,1,1.08,1.07,78
692302,638607,1.08,-1.46,1,1.08,1.07,78
692303,638608,1.07,-1.52,1,1.07,1.07,78
692304,638609,1.07,-1.64,1,1.07,1.07,78
692305,638610,1.04,-1.62,1,1.07,1.07,78
692306,638611,1.06,-1.55,1,1.07,1.07,78
692307,638612,1.07,-1.62,1,1.07,1.07,78
692308,638613,1.04,-1.62,1,1.06,1.07,78
692310,638614,1.07,-1.52,1,1.06,1.07,78
692311,638615,1.09,-1.56,1,1.07,1.07,78
692312,638616,1.08,-1.49,1,1.07,1.07,78
692313,638617,1.07,-1.46,1,1.07,1.07,78
692314,638618,1.08,-1.59,1,1.08,1.07,78
692315,638619,1.07,-1.55,1,1.08,1.07,78
692316,638620,1.06,-1.53,1,1.07,1.07,78
692317,638621,1.07,-1.49,1,1.07,1.07,78
692318,638622,1.08,-1.58,1,1.07,1.07,78
692319,638623,1.05,-1.64,1,1.07,1.07,78
692320,638624,1.06,-1.64,1,1.06,1.07,78
692322,638625,1.06,-1.52,1,1.06,1.07,78
692323,638626,1.07,-1.55,1,1.06,1.07,78
692324,638627,1.07,-1.52,1,1.06,1.07,78
692325,638628,1.08,-1.39,1,1.07,1.07,78
692326,638629,1.05,-1.56,1,1.07,1.07,78
692327,638630,1.07,-1.43,1,1.07,1.07,78
692328,638631,1.08,-1.65,1,1.07,1.07,78
692329,638632,1.06,-1.58,1,1.07,1.07,78
692330,638633,1.06,-1.61,1,1.06,1.07,78
692331,638634,1.09,-1.49,1,1.07,1.07,78
692332,638635,1.06,-1.52,1,1.06,1.07,78
692333,638636,1.06,-1.58,1,1.06,1.07,78
692335,638637,1.07,-1.55,1,1.06,1.07,78
692336,638638,1.07,-1.58,1,1.07,1.07,78
692337,638639,1.06,-1.64,1,1.06,1.07,78
692338,638640,1.07,-1.56,1,1.07,1.07,78
692339,638641,1.07,-1.53,1,1.07,1.07,78
692340,638642,1.07,-1.45,1,1.07,1.07,78
692341,638643,1.07,-1.51,1,1.07,1.07,78
692342,638644,1.08,-1.58,1,1.07,1.07,78
692343,638645,1.07,-1.59,1,1.07,1.07,78
692344,638646,1.06,-1.52,1,1.07,1.07,78
692345,638647,1.07,-1.62,1,1.07,1.07,78
692346,638648,1.06,-1.55,1,1.07,1.07,78
692348,638649,1.06,-1.56,1,1.06,1.07,78
692349,638650,1.09,-1.51,1,1.06,1.07,78
692350,638651,1.07,-1.52,1,1.07,1.07,78
692351,638652,1.07,-1.58,1,1.07,1.07,78
692352,638653,1.06,-1.62,1,1.07,1.07,78
692353,638654,1.06,-1.59,1,1.07,1.07,78
692354,638655,1.07,-1.59,1,1.07,1.07,78
692355,638656,1.10,-1.43,1,1.07,1.07,78
692356,638657,1.07,-1.49,1,1.07,1.07,78
692357,638658,1.05,-1.62,1,1.07,1.07,78
692358,638659,1.09,-1.53,1,1.07,1.07,78
692359,638660,1.06,-1.64,1,1.07,1.07,78
692361,638661,1.07,-1.53,1,1.07,1.07,78
692362,638662,1.06,-1.58,1,1.06,1.07,78
692363,638663,1.08,-1.48,1,1.07,1.07,78
692364,638664,1.05,-1.65,1,1.06,1.07,78
692365,638665,1.08,-1.52,1,1.07,1.07,78
692366,638666,1.08,-1.62,1,1.08,1.07,78
692367,638667,1.06,-1.58,1,1.08,1.07,78
692368,638668,1.05,-1.62,1,1.06,1.07,78
692369,638669,1.08,-1.52,1,1.08,1.07,78
692370,638670,1.06,-1.58,1,1.06,1.07,78
692371,638671,1.07,-1.49,1,1.06,1.07,78
692372,638672,1.08,-1.52,1,1.07,1.07,78
692374,638673,1.06,-1.53,1,1.07,1.07,78
692375,638674,1.07,-1.42,1,1.07,1.07,78
692376,638675,1.07,-1.62,1,1.07,1.07,78
692377,638676,1.07,-1.58,1,1.07,1.07,78
692378,638677,1.06,-1.52,1,1.07,1.07,78
692379,638678,1.09,-1.58,1,1.07,1.07,78
692380,638679,1.07,-1.51,1,1.07,1.07,78
692381,638680,1.07,-1.46,1,1.07,1.07,78
692382,638681,1.07,-1.62,1,1.07,1.07,78
692383,638682,1.08,-1.48,1,1.07,1.07,78
692384,638683,1.09,-1.36,1,1.07,1.07,78
692385,638684,1.07,-1.67,1,1.07,1.07,78
692387,638685,1.06,-1.51,1,1.07,1.07,78
692388,638686,1.05,-1.59,1,1.07,1.07,78
692389,638687,1.08,-1.48,1,1.07,1.07,78
692390,638688,1.07,-1.58,1,1.07,1.07,78
692391,638689,1.06,-1.59,1,1.06,1.07,78
692392,638690,1.06,-1.51,1,1.06,1.07,78
692393,638691,1.08,-1.56,1,1.07,1.07,78
692394,638692,1.07,-1.59,1,1.07,1.07,78
692395,638693,1.08,-1.52,1,1.07,1.07,78
692396,638694,1.09,-1.52,1,1.08,1.07,78
692397,638695,1.08,-1.59,1,1.08,1.07,78
692399,638696,1.07,-1.49,1,1.08,1.07,78
692400,638697,1.10,-1.43,1,1.08,1.07,78
692401,638698,1.08,-1.49,1,1.08,1.07,78
692402,638699,1.08,-1.43,1,1.08,1.07,78
692403,638700,1.08,-1.51,1,1.08,1.07,78
692404,638701,1.09,-1.40,1,1.08,1.07,78
692405,638702,1.06,-1.51,1,1.08,1.07,78
692406,638703,1.06,-1.67,1,1.08,1.07,78
692407,638704,1.06,-1.70,1,1.06,1.07,78
692408,638705,1.08,-1.46,1,1.06,1.07,78
692409,638706,1.08,-1.53,1,1.06,1.07,78
692410,638707,1.08,-1.56,1,1.08,1.07,78
692412,638708,1.06,-1.52,1,1.08,1.07,78
692413,638709,1.06,-1.61,1,1.08,1.07,78
692414,638710,1.09,-1.53,1,1.08,1.07,78
692415,638711,1.05,-1.58,1,1.06,1.07,78
692416,638712,1.07,-1.46,1,1.06,1.07,78
692417,638713,1.08,-1.55,1,1.07,1.07,78
692418,638714,1.06,-1.53,1,1.07,1.07,78
692419,638715,1.06,-1.53,1,1.06,1.07,78
692420,638716,1.08,-1.55,1,1.07,1.07,78
692421,638717,1.07,-1.59,1,1.07,1.07,78
692422,638718,1.08,-1.48,1,1.07,1.07,78
692423,638719,1.08,-1.56,1,1.08,1.07,78
692425,638720,1.07,-1.52,1,1.08,1.07,78
692426,638721,1.06,-1.64,1,1.07,1.07,78
692427,638722,1.07,-1.53,1,1.07,1.07,78
692428,638723,1.06,-1.59,1,1.07,1.07,78
692429,638724,1.07,-1.56,1,1.07,1.07,78
692430,638725,1.07,-1.53,1,1.07,1.07,78
692431,638726,1.07,-1.55,1,1.07,1.07,78
692432,638727,1.05,-1.58,1,1.07,1.07,78
692433,638728,1.07,-1.51,1,1.07,1.07,78
692434,638729,1.08,-1.56,1,1.07,1.07,78
692435,638730,1.06,-1.56,1,1.07,1.07,78
692436,638731,1.07,-1.59,1,1.07,1.07,78
692438,638732,1.09,-1.51,1,1.07,1.07,78
692439,638733,1.08,-1.40,1,1.08,1.07,78
692440,638734,1.07,-1.58,1,1.07,1.07,78
