# ms,sample,dist,cppm,valid,dist_filt,dist_smooth,rx_fail
337185,311193,0.88,-1.70,1,0.86,0.84,38
337186,311194,0.83,-1.65,1,0.86,0.84,38
337187,311195,0.81,-1.56,1,0.86,0.84,38
337188,311196,0.83,-1.52,1,0.83,0.84,38
337189,311197,0.86,-1.52,1,0.83,0.84,38
337191,311198,0.84,-1.64,1,0.83,0.84,38
337192,311199,0.84,-1.80,1,0.84,0.84,38
337193,311200,0.85,-1.68,1,0.84,0.84,38
337194,311201,0.84,-1.61,1,0.84,0.84,38
337195,311202,0.83,-1.67,1,0.84,0.84,38
337196,311203,0.81,-1.83,1,0.84,0.84,38
337197,311204,0.83,-1.67,1,0.83,0.84,38
337198,311205,0.85,-1.68,1,0.83,0.84,38
337199,311206,0.86,-1.71,1,0.83,0.84,38
337200,311207,0.84,-1.82,1,0.84,0.84,38
337201,311208,0.82,-1.74,1,0.84,0.84,38
337203,311209,0.83,-1.53,1,0.84,0.84,38
337204,311210,0.83,-1.55,1,0.83,0.84,38
337205,311211,0.83,-1.80,1,0.83,0.84,38
337206,311212,0.84,-1.61,1,0.83,0.84,38
337207,311213,0.84,-1.59,1,0.83,0.84,38
337208,311214,0.83,-1.71,1,0.83,0.84,38
337209,311215,0.81,-1.61,1,0.83,0.84,38
337210,311216,0.81,-1.79,1,0.83,0.84,38
337211,311217,0.84,-1.73,1,0.83,0.84,38
337212,311218,0.83,-1.74,1,0.83,0.84,38
337213,311219,0.84,-1.74,1,0.83,0.84,38
337214,311220,0.82,-1.76,1,0.83,0.84,38
337216,311221,0.81,-1.80,1,0.83,0.84,38
337217,311222,0.82,-1.79,1,0.82,0.83,38
337218,311223,0.85,-1.68,1,0.82,0.83,38
337219,311224,0.81,-1.82,1,0.82,0.83,38
337220,311225,0.84,-1.58,1,0.82,0.83,38
337221,311226,0.86,-1.62,1,0.84,0.83,38
337222,311227,0.85,-1.67,1,0.85,0.83,38
337223,311228,0.83,-1.58,1,0.84,0.83,38
337224,311229,0.83,-1.70,1,0.84,0.83,38
337225,311230,0.81,-1.79,1,0.83,0.83,38
337226,311231,0.83,-1.74,1,0.83,0.83,38
337227,311232,0.85,-1.80,1,0.83,0.83,38
337229,311233,0.83,-1.80,1,0.83,0.83,38
337230,311234,0.82,-1.67,1,0.83,0.83,38
337231,311235,0.81,-1.77,1,0.83,0.83,38
337232,311236,0.83,-1.68,1,0.83,0.83,38
337233,311237,0.81,-1.76,1,0.82,0.83,38
337234,311238,0.85,-1.71,1,0.82,0.83,38
337235,311239,0.87,-1.67,1,0.83,0.83,38
337236,311240,0.86,-1.65,1,0.85,0.83,38
337237,311241,0.85,-1.68,1,0.85,0.83,38
337238,311242,0.82,-1.64,1,0.85,0.84,38
337239,311243,0.80,-1.76,1,0.85,0.84,38
337240,311244,0.85,-1.53,1,0.85,0.84,38
337242,311245,0.83,-1.82,1,0.83,0.84,38
337243,311246,0.85,-1.83,1,0.83,0.84,38
337244,311247,0.84,-1.77,1,0.84,0.84,38
337245,311248,0.84,-1.65,1,0.84,0.84,38
337246,311249,0.83,-1.79,1,0.84,0.84,38
337247,311250,0.80,-1.83,1,0.84,0.84,38
337248,311251,0.86,-1.68,1,0.84,0.84,38
337249,311252,0.88,-1.70,1,0.84,0.84,38
337250,311253,0.87,-1.70,1,0.86,0.84,38
337251,311254,0.83,-1.86,1,0.86,0.84,38
337252,311255,0.82,-1.79,1,0.86,0.84,38
337253,311256,0.82,-1.68,1,0.83,0.84,38
337255,311257,0.83,-1.74,1,0.83,0.84,38
337256,311258,0.85,-1.68,1,0.83,0.84,38
337257,311259,0.84,-1.64,1,0.83,0.84,38
337258,311260,0.86,-1.55,1,0.84,0.84,38
337259,311261,0.83,-1.73,1,0.84,0.84,38
337260,311262,0.83,-1.67,1,0.84,0.84,38
337261,311263,0.78,-1.77,1,0.83,0.84,38
337262,311264,0.82,-1.76,1,0.83,0.84,38
337263,311265,0.88,-1.73,1,0.83,0.84,38
337264,311266,0.86,-1.62,1,0.83,0.84,38
337265,311267,0.83,-1.61,1,0.83,0.84,38
337266,311268,0.80,-1.80,1,0.83,0.84,38
337268,311269,0.81,-1.70,1,0.83,0.84,38
337269,311270,0.81,-1.76,1,0.81,0.84,38
337270,311271,0.82,-1.80,1,0.81,0.84,38
337271,311272,0.83,-1.74,1,0.81,0.83,38
337272,311273,0.87,-1.65,1,0.82,0.83,38
337273,311274,0.86,-1.68,1,0.83,0.83,38
337274,311275,0.83,-1.62,1,0.83,0.83,38
337275,311276,0.84,-1.65,1,0.84,0.83,38
337276,311277,0.82,-1.56,1,0.84,0.83,38
337277,311278,0.84,-1.64,1,0.84,0.83,38
337278,311279,0.83,-1.77,1,0.83,0.83,38
337279,311280,0.85,-1.52,1,0.84,0.83,38
337281,311281,0.83,-1.68,1,0.83,0.83,38
337282,311282,0.81,-1.79,1,0.83,0.83,38
337283,311283,0.80,-1.79,1,0.83,0.83,38
337284,311284,0.81,-1.76,1,0.81,0.83,38
337285,311285,0.85,-1.67,1,0.81,0.83,38
337286,311286,0.87,-1.70,1,0.81,0.83,38
337287,311287,0.83,-1.82,1,0.83,0.83,38
337288,311288,0.84,-1.71,1,0.84,0.83,38
337289,311289,0.81,-1.73,1,0.84,0.83,38
337290,311290,0.79,-1.61,1,0.83,0.83,38
337291,311291,0.85,-1.70,1,0.83,0.83,38
337293,311292,0.85,-1.68,1,0.84,0.83,38
337294,311293,0.83,-1.91,1,0.83,0.83,38
337295,311294,0.84,-1.67,1,0.84,0.83,38
337296,311295,0.83,-1.70,1,0.84,0.83,38
337297,311296,0.81,-1.74,1,0.83,0.83,38
337298,311297,0.83,-1.76,1,0.83,0.83,38
337299,311298,0.85,-1.61,1,0.83,0.83,38
337300,311299,0.83,-1.67,1,0.83,0.83,38
337301,311300,0.86,-1.59,1,0.83,0.83,38
337302,311301,0.83,-1.64,1,0.83,0.83,38
337303,311302,0.84,-1.58,1,0.84,0.83,38
337304,311303,0.84,-1.59,1,0.84,0.83,38
337306,311304,0.84,-1.65,1,0.84,0.83,38
337307,311305,0.81,-1.82,1,0.84,0.83,38
337308,311306,0.85,-1.64,1,0.84,0.83,38
337309,311307,0.84,-1.70,1,0.84,0.84,38
337310,311308,0.83,-1.71,1,0.84,0.84,38
337311,311309,0.82,-1.65,1,0.83,0.84,38
337312,311310,0.83,-1.73,1,0.83,0.84,38
337313,311311,0.84,-1.64,1,0.83,0.84,38
337314,311312,0.85,-1.77,1,0.83,0.84,38
337315,311313,0.85,-1.82,1,0.84,0.84,38
337316,311314,0.84,-1.76,1,0.84,0.84,38
337317,311315,0.84,-1.65,1,0.84,0.84,38
337319,311316,0.82,-1.74,1,0.84,0.84,38
337320,311317,0.82,-1.77,1,0.84,0.84,38
337321,311318,0.82,-1.74,1,0.82,0.84,38
337322,311319,0.86,-1.62,1,0.82,0.84,38
337323,311320,0.85,-1.67,1,0.82,0.83,38
337324,311321,0.85,-1.51,1,0.85,0.84,38
337325,311322,0.81,-1.55,1,0.85,0.84,38
337326,311323,0.82,-1.61,1,0.85,0.84,38
337327,311324,0.84,-1.64,1,0.84,0.84,38
337328,311325,0.83,-1.67,1,0.83,0.84,38
337329,311326,0.86,-1.58,1,0.83,0.84,38
337330,311327,0.86,-1.53,1,0.84,0.84,38
337332,311328,0.82,-1.79,1,0.84,0.84,38
337333,311329,0.81,-1.64,1,0.83,0.84,38
337334,311330,0.82,-1.68,1,0.82,0.84,38
337335,311331,0.83,-1.61,1,0.82,0.83,38
337336,311332,0.84,-1.70,1,0.82,0.83,38
337337,311333,0.82,-1.76,1,0.82,0.83,38
337338,311334,0.83,-1.65,1,0.83,0.83,38
337339,311335,0.82,-1.82,1,0.83,0.83,38
337340,311336,0.82,-1.68,1,0.82,0.83,38
337341,311337,0.83,-1.77,1,0.82,0.83,38
337342,311338,0.85,-1.70,1,0.83,0.83,38
337343,311339,0.83,-1.83,1,0.83,0.83,38
337345,311340,0.83,-1.85,1,0.83,0.83,38
337346,311341,0.81,-1.74,1,0.83,0.83,38
337347,311342,0.82,-1.68,1,0.83,0.83,38
337348,311343,0.83,-1.74,1,0.83,0.83,38
337349,311344,0.86,-1.61,1,0.83,0.83,38
337350,311345,0.84,-1.67,1,0.83,0.83,38
337351,311346,0.83,-1.64,1,0.83,0.83,38
337352,311347,0.85,-1.55,1,0.84,0.83,38
337353,311348,0.85,-1.73,1,0.85,0.83,38
337354,311349,0.82,-1.67,1,0.84,0.83,38
337355,311350,0.80,-1.80,1,0.83,0.83,38
337357,311351,0.83,-1.76,1,0.83,0.83,38
337358,311352,0.86,-1.70,1,0.83,0.83,38
337359,311353,0.85,-1.65,1,0.83,0.83,38
337360,311354,0.82,-1.68,1,0.83,0.83,38
337361,311355,0.82,-1.76,1,0.83,0.83,38
337362,311356,0.80,-1.88,1,0.82,0.83,38
337363,311357,0.83,-1.76,1,0.82,0.83,38
337364,311358,0.84,-1.65,1,0.82,0.83,38
337365,311359,0.85,-1.64,1,0.83,0.83,38
337366,311360,0.85,-1.62,1,0.84,0.83,38
337367,311361,0.84,-1.65,1,0.84,0.83,38
337368,311362,0.83,-1.58,1,0.84,0.83,38
337370,311363,0.83,-1.64,1,0.84,0.83,38
337371,311364,0.84,-1.62,1,0.84,0.83,38
337372,311365,0.85,-1.62,1,0.84,0.83,38
337373,311366,0.86,-1.51,1,0.84,0.83,38
337374,311367,0.83,-1.64,1,0.84,0.83,38
337375,311368,0.83,-1.68,1,0.84,0.83,38
337376,311369,0.83,-1.59,1,0.83,0.83,38
337377,311370,0.83,-1.73,1,0.83,0.83,38
337378,311371,0.83,-1.76,1,0.83,0.83,38
337379,311372,0.85,-1.64,1,0.83,0.83,38
337380,311373,0.83,-1.79,1,0.83,0.83,38
337381,311374,0.85,-1.70,1,0.83,0.83,38
337383,311375,0.84,-1.71,1,0.84,0.83,38
337384,311376,0.82,-1.58,1,0.84,0.83,38
337385,311377,0.84,-1.70,1,0.84,0.83,38
337386,311378,0.84,-1.80,1,0.84,0.84,38
337387,311379,0.84,-1.80,1,0.84,0.84,38
337388,311380,0.83,-1.74,1,0.84,0.84,38
337389,311381,0.83,-1.77,1,0.84,0.84,38
337390,311382,0.83,-1.76,1,0.83,0.84,38
337391,311383,0.81,-1.74,1,0.83,0.84,38
337392,311384,0.85,-1.73,1,0.83,0.84,38
337393,311385,0.83,-1.62,1,0.83,0.84,38
337394,311386,0.83,-1.73,1,0.83,0.84,38
337396,311387,0.86,-1.55,1,0.83,0.84,38
337397,311388,0.84,-1.52,1,0.84,0.84,38
337398,311389,0.84,-1.55,1,0.84,0.84,38
337399,311390,0.83,-1.70,1,0.84,0.84,38
337400,311391,0.85,-1.71,1,0.84,0.84,38
337401,311392,0.85,-1.68,1,0.84,0.84,38
337402,311393,0.84,-1.76,1,0.84,0.84,38
337403,311394,0.84,-1.68,1,0.84,0.84,38
337404,311395,0.83,-1.71,1,0.84,0.84,38
337405,311396,0.84,-1.70,1,0.84,0.84,38
337406,311397,0.83,-1.82,1,0.84,0.84,38
337407,311398,0.85,-1.71,1,0.84,0.84,38
337409,311399,0.85,-1.65,1,0.84,0.84,38
337410,311400,0.86,-1.70,1,0.85,0.84,38
337411,311401,0.83,-1.85,1,0.85,0.84,38
337412,311402,0.83,-1.70,1,0.85,0.84,38
337413,311403,0.83,-1.68,1,0.83,0.84,38
337414,311404,0.84,-1.76,1,0.83,0.84,38
337415,311405,0.84,-1.61,1,0.83,0.84,38
337416,311406,0.85,-1.64,1,0.84,0.84,38
337417,311407,0.86,-1.58,1,0.84,0.84,38
337418,311408,0.83,-1.62,1,0.84,0.84,38
337419,311409,0.84,-1.52,1,0.84,0.84,38
337420,311410,0.80,-1.53,1,0.84,0.84,38
337422,311411,0.88,-1.56,1,0.84,0.84,38
337423,311412,0.85,-1.76,1,0.84,0.84,38
337424,311413,0.86,-1.62,1,0.85,0.84,38
337425,311414,0.83,-1.71,1,0.85,0.84,38
337426,311415,0.83,-1.64,1,0.85,0.84,38
337427,311416,0.83,-1.67,1,0.83,0.84,38
337428,311417,0.84,-1.73,1,0.83,0.84,38
337429,311418,0.87,-1.56,1,0.83,0.84,38
337430,311419,0.84,-1.79,1,0.84,0.84,38
337431,311420,0.86,-1.70,1,0.84,0.84,38
337432,311421,0.84,-1.74,1,0.84,0.84,38
337434,311422,0.83,-1.71,1,0.84,0.84,38
337435,311423,0.84,-1.73,1,0.84,0.84,38
337436,311424,0.85,-1.68,1,0.84,0.84,38
337437,311425,0.85,-1.62,1,0.84,0.84,38
337438,311426,0.84,-1.68,1,0.84,0.84,38
337439,311427,0.84,-1.70,1,0.84,0.84,38
337440,311428,0.83,-1.71,1,0.84,0.84,38
337441,311429,0.83,-1.68,1,0.84,0.84,38
337442,311430,0.84,-1.62,1,0.84,0.84,38
337443,311431,0.87,-1.49,1,0.84,0.84,38
337444,311432,0.86,-1.58,1,0.84,0.84,38
337445,311433,0.86,-1.55,1,0.86,0.84,38
337447,311434,0.83,-1.74,1,0.86,0.85,38
337448,311435,0.82,-1.73,1,0.86,0.85,38
337449,311436,0.81,-1.82,1,0.83,0.85,38
337450,311437,0.83,-1.68,1,0.83,0.84,38
337451,311438,0.84,-1.77,1,0.83,0.84,38
337452,311439,0.88,-1.53,1,0.83,0.84,38
337453,311440,0.85,-1.71,1,0.84,0.84,38
337454,311441,0.82,-1.88,1,0.84,0.84,38
337455,311442,0.81,-1.86,1,0.84,0.84,38
337456,311443,0.84,-1.71,1,0.84,0.84,38
337457,311444,0.83,-1.64,1,0.83,0.84,38
337458,311445,0.85,-1.59,1,0.83,0.84,38
337460,311446,0.85,-1.70,1,0.84,0.84,38
337461,311447,0.84,-1.67,1,0.84,0.84,38
337462,311448,0.83,-1.65,1,0.84,0.84,38
337463,311449,0.83,-1.58,1,0.84,0.84,38
337464,311450,0.84,-1.59,1,0.84,0.84,38
337465,311451,0.83,-1.82,1,0.83,0.84,38
337466,311452,0.82,-1.76,1,0.83,0.84,38
337467,311453,0.87,-1.67,1,0.83,0.84,38
337468,311454,0.83,-1.61,1,0.83,0.84,38
337469,311455,0.83,-1.82,1,0.83,0.84,38
337470,311456,0.83,-1.64,1,0.83,0.84,38
337471,311457,0.83,-1.67,1,0.83,0.84,38
337473,311458,0.84,-1.71,1,0.83,0.84,38
337474,311459,0.86,-1.59,1,0.83,0.84,38
337475,311460,0.83,-1.65,1,0.83,0.84,38
337476,311461,0.85,-1.73,1,0.84,0.84,38
337477,311462,0.82,-1.65,1,0.84,0.84,38
337478,311463,0.83,-1.61,1,0.83,0.84,38
337479,311464,0.84,-1.71,1,0.83,0.84,38
337480,311465,0.83,-1.79,1,0.83,0.84,38
337481,311466,0.84,-1.59,1,0.83,0.84,38
337482,311467,0.85,-1.59,1,0.84,0.84,38
337483,311468,0.84,-1.58,1,0.84,0.84,38
337484,311469,0.80,-1.76,1,0.84,0.84,38
337486,311470,0.83,-1.64,1,0.84,0.84,38
337487,311471,0.86,-1.68,1,0.84,0.84,38
337488,311472,0.83,-1.80,1,0.83,0.84,38
337489,311473,0.86,-1.59,1,0.83,0.84,38
337490,311474,0.84,-1.71,1,0.84,0.84,38
337491,311475,0.82,-1.73,1,0.84,0.84,38
337492,311476,0.81,-1.79,1,0.83,0.84,38
337493,311477,0.84,-1.71,1,0.84,0.84,38
337494,311478,0.83,-1.80,1,0.83,0.84,38
337495,311479,0.85,-1.71,1,0.83,0.84,38
337496,311480,0.86,-1.70,1,0.84,0.84,38
337498,311481,0.84,-1.67,1,0.84,0.84,38
337499,311482,0.82,-1.64,1,0.84,0.84,38
337500,311483,0.83,-1.58,1,0.84,0.84,38
337501,311484,0.85,-1.53,1,0.84,0.84,38
337502,311485,0.85,-1.73,1,0.84,0.84,38
337503,311486,0.86,-1.70,1,0.85,0.84,38
337504,311487,0.85,-1.70,1,0.85,0.84,38
337505,311488,0.85,-1.64,1,0.85,0.84,38
337506,311489,0.82,-1.65,1,0.85,0.84,38
337507,311490,0.84,-1.68,1,0.85,0.84,38
337508,311491,0.84,-1.68,1,0.84,0.84,38
337509,311492,0.84,-1.79,1,0.84,0.84,38
337511,311493,0.87,-1.73,1,0.84,0.84,38
337512,311494,0.82,-1.82,1,0.84,0.84,38
337513,311495,0.84,-1.62,1,0.84,0.84,38
337514,311496,0.81,-1.82,1,0.84,0.84,38
337515,311497,0.82,-1.89,1,0.82,0.84,38
337516,311498,0.85,-1.83,1,0.82,0.84,38
337517,311499,0.85,-1.70,1,0.84,0.84,38
337518,311500,0.85,-1.62,1,0.85,0.84,38
337519,311501,0.83,-1.67,1,0.85,0.84,38
337520,311502,0.83,-1.58,1,0.85,0.84,38
337521,311503,0.83,-1.61,1,0.83,0.84,38
337522,311504,0.85,-1.52,1,0.83,0.84,38
337524,311505,0.86,-1.61,1,0.83,0.84,38
337525,311506,0.87,-1.51,1,0.85,0.84,38
337526,311507,0.87,-1.56,1,0.86,0.84,38
337527,311508,0.82,-1.74,1,0.86,0.84,38
337528,311509,0.82,-1.80,1,0.86,0.85,38
337529,311510,0.83,-1.82,1,0.83,0.84,38
337530,311511,0.86,-1.70,1,0.83,0.84,38
337531,311512,0.83,-1.76,1,0.83,0.84,38
337532,311513,0.84,-1.79,1,0.83,0.84,38
337533,311514,0.80,-1.76,1,0.83,0.84,38
337534,311515,0.81,-1.71,1,0.83,0.84,38
337535,311516,0.82,-1.73,1,0.82,0.84,38
337537,311517,0.79,-1.86,1,0.81,0.84,38
337538,311518,0.83,-1.82,1,0.81,0.84,38
337539,311519,0.83,-1.79,1,0.82,0.84,38
337540,311520,0.84,-1.71,1,0.83,0.84,38
337541,311521,0.83,-1.80,1,0.83,0.84,38
337542,311522,0.82,-1.74,1,0.83,0.84,38
337543,311523,0.81,-1.85,1,0.83,0.84,38
337544,311524,0.83,-1.68,1,0.83,0.84,38
337545,311525,0.85,-1.61,1,0.83,0.84,38
337546,311526,0.86,-1.70,1,0.83,0.84,38
337547,311527,0.84,-1.70,1,0.84,0.84,38
337548,311528,0.83,-1.59,1,0.84,0.84,38
337550,311529,0.83,-1.71,1,0.84,0.84,38
337551,311530,0.85,-1.56,1,0.84,0.84,38
337552,311531,0.87,-1.62,1,0.84,0.84,38
337553,311532,0.88,-1.58,1,0.85,0.84,38
337554,311533,0.86,-1.65,1,0.86,0.84,38
337555,311534,0.83,-1.62,1,0.86,0.84,38
337556,311535,0.83,-1.67,1,0.86,0.84,38
337557,311536,0.83,-1.70,1,0.83,0.84,38
337558,311537,0.84,-1.64,1,0.83,0.84,38
337559,311538,0.87,-1.64,1,0.83,0.84,38
337560,311539,0.86,-1.65,1,0.84,0.84,38
337561,311540,0.83,-1.83,1,0.84,0.84,38
337563,311541,0.83,-1.80,1,0.84,0.84,38
337564,311542,0.82,-1.67,1,0.83,0.84,38
337565,311543,0.83,-1.70,1,0.83,0.84,38
337566,311544,0.84,-1.71,1,0.83,0.84,38
337567,311545,0.83,-1.68,1,0.83,0.84,38
337568,311546,0.85,-1.70,1,0.83,0.84,38
337569,311547,0.86,-1.59,1,0.84,0.84,38
337570,311548,0.83,-1.61,1,0.84,0.84,38
337571,311549,0.82,-1.68,1,0.83,0.84,38
337572,311550,0.83,-1.64,1,0.83,0.84,38
337573,311551,0.85,-1.64,1,0.83,0.84,38
337574,311552,0.86,-1.55,1,0.83,0.84,38
337576,311553,0.83,-1.79,1,0.83,0.84,38
337577,311554,0.84,-1.70,1,0.84,0.84,38
337578,311555,0.84,-1.71,1,0.84,0.84,38
337579,311556,0.81,-1.73,1,0.84,0.84,38
337580,311557,0.83,-1.74,1,0.83,0.84,38
337581,311558,0.84,-1.77,1,0.84,0.84,38
337582,311559,0.87,-1.70,1,0.84,0.84,38
337583,311560,0.84,-1.68,1,0.84,0.84,38
337584,311561,0.82,-1.88,1,0.84,0.84,38
337585,311562,0.83,-1.71,1,0.84,0.84,38
337586,311563,0.83,-1.67,1,0.83,0.84,38
337588,311564,0.85,-1.67,1,0.83,0.84,38
337589,311565,0.85,-1.73,1,0.83,0.84,38
337590,311566,0.86,-1.52,1,0.85,0.84,38
337591,311567,0.83,-1.68,1,0.85,0.84,38
337592,311568,0.83,-1.55,1,0.85,0.84,38
337593,311569,0.82,-1.65,1,0.83,0.84,38
337594,311570,0.84,-1.58,1,0.83,0.84,38
337595,311571,0.85,-1.67,1,0.83,0.84,38
337596,311572,0.87,-1.64,1,0.84,0.84,38
337597,311573,0.87,-1.62,1,0.85,0.84,38
337598,311574,0.83,-1.74,1,0.85,0.84,38
337599,311575,0.83,-1.73,1,0.85,0.84,38
337601,311576,0.79,-1.77,1,0.83,0.84,38
337602,311577,0.85,-1.65,1,0.83,0.84,38
337603,311578,0.85,-1.73,1,0.83,0.84,38
337604,311579,0.86,-1.73,1,0.85,0.84,38
337605,311580,0.84,-1.82,1,0.85,0.84,38
337606,311581,0.83,-1.67,1,0.85,0.84,38
337607,311582,0.83,-1.68,1,0.84,0.84,38
337608,311583,0.82,-1.70,1,0.83,0.84,38
337609,311584,0.83,-1.68,1,0.83,0.84,38
337610,311585,0.86,-1.61,1,0.83,0.84,38
337611,311586,0.84,-1.64,1,0.83,0.84,38
337612,311587,0.86,-1.53,1,0.84,0.84,38
337614,311588,0.84,-1.59,1,0.84,0.84,38
337615,311589,0.84,-1.52,1,0.84,0.84,38
337616,311590,0.83,-1.58,1,0.84,0.84,38
337617,311591,0.85,-1.71,1,0.84,0.84,38
337618,311592,0.83,-1.76,1,0.84,0.84,38
337619,311593,0.86,-1.70,1,0.84,0.84,38
337620,311594,0.84,-1.68,1,0.84,0.84,38
337621,311595,0.80,-1.83,1,0.84,0.84,38
337622,311596,0.82,-1.77,1,0.83,0.84,38
337623,311597,0.80,-1.85,1,0.82,0.84,38
337624,311598,0.84,-1.70,1,0.82,0.84,38
337625,311599,0.86,-1.82,1,0.82,0.84,38
