ms,sample,dist,rx_power,fp_power,clock_ppm,score,nlos,peak_fp,fp_conf,sts,iax,iay,iaz,rax,ray,raz,resp_acq_ms,init_acq_ms,resp_profile_opt,init_profile_opt,igx,igy,igz,rgx,rgy,rgz,valid,dist_filt,dist_smooth
437714,179144,0.75,-78.7,-81.9,-1.27,4,7,2.16,0,0,0,0,0,-5,-5,1035,1,1,35,35,0,0,0,2,0,4,1,0.86,0.84
437716,179145,0.80,-78.7,-81.3,-1.21,4,7,2.33,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,2,0,4,1,0.80,0.84
437718,179146,0.77,-78.7,-81.2,-1.24,4,6,2.78,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,2,0,4,1,0.78,0.84
437720,179147,0.86,-69.0,-71.2,-1.22,4,7,1.86,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,2,0,4,1,0.78,0.83
437723,179148,0.86,-78.7,-81.3,-1.09,4,6,2.38,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,2,0,4,1,0.80,0.83
437725,179149,0.89,-69.1,-71.2,-1.07,4,7,1.50,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,2,0,4,1,0.86,0.83
437727,179150,0.83,-69.1,-71.1,-1.09,4,7,1.91,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,2,0,4,1,0.86,0.84
437729,179151,0.83,-69.0,-71.6,-1.18,4,7,2.22,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,2,0,4,1,0.86,0.84
437732,179152,0.81,-78.7,-81.0,-1.21,4,6,2.75,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,2,0,4,1,0.83,0.84
437734,179153,0.82,-78.7,-81.8,-1.18,4,7,2.09,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,0,2,0,1,0.83,0.84
437736,179154,0.87,-73.1,-75.6,-1.16,4,7,1.27,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,0,2,0,1,0.83,0.84
437738,179155,0.79,-73.2,-75.4,-1.21,4,6,2.83,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,0,2,0,1,0.82,0.84
437741,179156,0.83,-69.1,-70.9,-1.21,4,7,1.95,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,0,2,0,1,0.82,0.83
437743,179157,0.81,-69.1,-71.6,-1.10,4,6,2.44,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,0,2,0,1,0.82,0.83
437745,179158,0.83,-69.0,-71.0,-1.25,4,7,1.56,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,0,2,0,1,0.83,0.83
437747,179159,0.90,-69.0,-70.9,-1.18,4,7,1.78,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,0,2,0,1,0.83,0.83
437750,179160,0.86,-69.1,-71.4,-1.24,4,7,1.27,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,0,2,0,1,0.83,0.83
437752,179161,0.94,-69.0,-70.9,-1.18,4,7,1.64,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,0,2,0,1,0.86,0.84
437754,179162,0.84,-69.1,-71.0,-1.36,4,7,1.92,0,0,0,0,0,-8,-6,1034,1,1,35,35,0,0,0,3,-4,3,1,0.86,0.84
437756,179163,0.83,-68.9,-71.3,-1.15,4,6,2.41,0,0,0,0,0,-8,-6,1034,1,1,35,35,0,0,0,3,-4,3,1,0.86,0.84
437759,179164,0.82,-69.0,-71.0,-1.07,4,6,2.77,0,0,0,0,0,-8,-6,1034,1,1,35,35,0,0,0,3,-4,3,1,0.84,0.84
437761,179165,0.93,-68.9,-70.8,-1.12,4,7,1.95,0,0,0,0,0,-8,-6,1034,1,1,35,35,0,0,0,3,-4,3,1,0.84,0.84
437763,179166,0.83,-78.7,-81.4,-1.16,4,6,2.38,0,0,0,0,0,-8,-6,1034,1,1,35,35,0,0,0,3,-4,3,1,0.83,0.84
437766,179167,0.82,-78.6,-81.0,-1.15,4,6,2.66,0,0,0,0,0,-8,-6,1034,1,1,35,35,0,0,0,3,-4,3,1,0.83,0.84
437768,179168,0.83,-69.1,-72.3,-1.13,4,7,2.05,0,0,0,0,0,-8,-6,1034,1,1,35,35,0,0,0,3,-4,3,1,0.83,0.84
437770,179169,0.81,-69.1,-71.6,-1.19,4,7,2.34,0,0,0,0,0,-8,-6,1034,1,1,35,35,0,0,0,3,-4,3,1,0.83,0.84
437772,179170,0.78,-65.0,-67.3,-1.21,4,6,2.81,0,0,0,0,0,-8,-6,1034,1,1,35,35,0,0,0,3,-4,3,1,0.82,0.84
437775,179171,0.80,-69.2,-71.2,-1.21,4,6,2.92,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,-2,-2,1,0.81,0.83
437777,179172,0.83,-73.1,-75.8,-1.21,4,7,2.19,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,-2,-2,1,0.81,0.83
437779,179173,0.84,-78.7,-81.3,-1.22,4,7,1.28,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,-2,-2,1,0.81,0.83
437781,179174,0.89,-65.0,-67.0,-1.18,4,6,2.86,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,-2,-2,1,0.83,0.83
437784,179175,0.87,-69.0,-71.0,-1.19,4,7,1.84,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,-2,-2,1,0.84,0.83
437786,179176,0.82,-69.3,-71.6,-1.24,4,6,2.39,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,-2,-2,1,0.84,0.83
437788,179177,0.86,-69.1,-71.3,-1.15,4,7,1.52,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,-2,-2,1,0.86,0.83
437791,179178,0.79,-65.0,-68.2,-1.27,4,7,2.03,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,-2,-2,1,0.86,0.84
437793,179179,0.83,-78.6,-81.5,-1.28,4,7,2.25,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,-2,-2,1,0.83,0.84
437795,179180,0.79,-65.4,-67.6,-1.21,4,6,2.72,0,0,0,0,0,-4,-5,1034,1,1,35,35,0,0,0,2,-1,4,1,0.82,0.83
437798,179181,0.85,-69.1,-71.2,-1.28,4,7,1.63,0,0,0,0,0,-4,-5,1034,1,1,35,35,0,0,0,2,-1,4,1,0.83,0.83
437800,179182,0.84,-69.1,-71.0,-1.18,4,7,1.81,0,0,0,0,0,-4,-5,1034,1,1,35,35,0,0,0,2,-1,4,1,0.83,0.83
437802,179183,0.83,-78.6,-81.3,-1.25,4,7,2.27,0,0,0,0,0,-4,-5,1034,1,1,35,35,0,0,0,2,-1,4,1,0.83,0.83
437804,179184,0.79,-69.2,-71.3,-1.24,4,7,1.86,0,0,0,0,0,-4,-5,1034,1,1,35,35,0,0,0,2,-1,4,1,0.83,0.83
437807,179185,0.79,-69.2,-72.0,-1.27,4,7,2.03,0,0,0,0,0,-4,-5,1034,1,1,35,35,0,0,0,2,-1,4,1,0.83,0.83
437809,179186,0.80,-73.0,-75.6,-1.34,4,6,2.36,0,0,0,0,0,-4,-5,1034,1,1,35,35,0,0,0,2,-1,4,1,0.80,0.83
437811,179187,0.84,-69.2,-71.3,-1.13,4,7,1.67,0,0,0,0,0,-4,-5,1034,1,1,35,35,0,0,0,2,-1,4,1,0.80,0.83
437813,179188,0.82,-69.1,-71.1,-1.33,4,7,1.95,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,1,0,2,1,0.80,0.83
437829,179189,0.80,-69.2,-71.5,-1.15,4,7,1.64,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,1,0,2,1,0.80,0.83
437831,179190,0.74,-65.6,-68.1,-1.27,4,6,2.72,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,1,0,2,1,0.80,0.83
437833,179191,0.77,-78.6,-82.5,-1.33,4,7,2.03,0,0,0,0,0,-5,-5,1034,1,1,35,35,0,0,0,1,-1,2,1,0.80,0.82
437835,179192,0.83,-78.5,-81.6,-1.30,4,7,2.16,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,1,-1,2,1,0.80,0.82
437837,179193,0.82,-78.6,-81.3,-1.13,4,6,2.44,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,1,-1,2,1,0.80,0.82
437840,179194,0.82,-78.7,-81.2,-1.15,4,7,1.75,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,1,-1,2,1,0.82,0.82
437842,179195,0.80,-65.6,-68.7,-1.15,4,6,2.36,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,1,-1,2,1,0.82,0.82
437844,179196,0.79,-69.6,-72.2,-1.16,4,6,2.64,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,1,-1,2,1,0.82,0.82
437847,179197,0.74,-65.6,-68.2,-1.33,4,7,1.94,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,1,-1,2,1,0.80,0.82
437849,179198,0.79,-78.6,-82.0,-1.24,4,7,1.13,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,1,-1,2,1,0.79,0.82
437851,179199,0.85,-78.7,-81.6,-1.19,4,7,1.36,0,0,0,0,0,-6,-4,1034,1,1,35,35,0,0,0,1,-1,2,1,0.79,0.82
437853,179200,0.80,-65.4,-67.9,-1.33,4,7,1.75,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,1,1,0.79,0.82
437856,179201,0.82,-63.6,-66.3,-1.34,4,7,1.94,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,1,1,0.80,0.81
437858,179202,0.85,-69.6,-72.5,-1.15,4,7,1.30,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,1,1,0.82,0.81
437860,179203,0.79,-69.5,-71.9,-1.15,4,7,1.77,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,1,1,0.82,0.81
437862,179204,0.76,-69.5,-72.7,-1.31,4,7,2.05,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,1,1,0.80,0.81
437865,179205,0.76,-69.6,-72.5,-1.27,4,7,1.56,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,1,1,0.79,0.81
437867,179206,0.81,-78.7,-81.5,-1.24,4,7,1.67,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,1,1,0.79,0.81
437869,179207,0.85,-73.3,-75.6,-1.18,4,7,1.91,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,1,1,0.79,0.81
437871,179208,0.85,-78.5,-81.5,-1.18,4,7,1.34,0,0,0,0,0,-6,-6,1035,1,1,35,35,0,0,0,2,0,1,1,0.81,0.81
437874,179209,0.81,-69.5,-72.0,-1.10,4,7,1.80,0,0,0,0,0,-5,-7,1034,1,1,35,35,0,0,0,5,-1,5,1,0.81,0.81
437876,179210,0.77,-69.6,-72.9,-1.16,4,7,1.14,0,0,0,0,0,-5,-7,1034,1,1,35,35,0,0,0,5,-1,5,1,0.81,0.81
437878,179211,0.78,-65.6,-68.4,-1.31,4,7,1.58,0,0,0,0,0,-5,-7,1034,1,1,35,35,0,0,0,5,-1,5,1,0.81,0.81
437880,179212,0.78,-64.2,-66.6,-1.16,4,7,1.94,0,0,0,0,0,-5,-7,1034,1,1,35,35,0,0,0,5,-1,5,1,0.78,0.81
437883,179213,0.83,-69.5,-72.0,-1.18,4,7,1.91,0,0,0,0,0,-5,-7,1034,1,1,35,35,0,0,0,5,-1,5,1,0.78,0.81
437885,179214,0.84,-65.6,-68.6,-1.12,4,7,1.16,0,0,0,0,0,-5,-7,1034,1,1,35,35,0,0,0,5,-1,5,1,0.78,0.81
437887,179215,0.76,-65.9,-68.5,-1.15,4,7,1.91,0,0,0,0,0,-5,-7,1034,1,1,35,35,0,0,0,5,-1,5,1,0.78,0.80
437890,179216,0.72,-63.6,-67.2,-1.36,4,7,2.23,0,0,0,0,0,-5,-7,1034,1,1,35,35,0,0,0,5,-1,5,1,0.78,0.80
437892,179217,0.79,-73.2,-76.5,-1.22,4,7,1.36,0,0,0,0,0,-5,-7,1034,1,1,35,35,0,0,0,5,-1,5,1,0.79,0.80
437894,179218,0.76,-69.6,-72.5,-1.16,4,7,1.70,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,2,-1,1,1,0.76,0.80
437896,179219,0.81,-69.6,-72.3,-1.16,4,7,1.92,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,2,-1,1,1,0.76,0.80
437899,179220,0.82,-73.3,-76.7,-1.13,4,7,1.14,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,2,-1,1,1,0.79,0.80
437901,179221,0.83,-78.6,-81.9,-1.18,4,7,1.41,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,2,-1,1,1,0.81,0.80
437903,179222,0.73,-78.6,-81.8,-1.30,4,7,1.97,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,2,-1,1,1,0.81,0.80
437905,179223,0.71,-69.9,-73.4,-1.27,4,6,2.39,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,2,-1,1,1,0.81,0.80
437908,179224,0.77,-78.5,-82.1,-1.25,4,5,3.55,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,2,-1,1,1,0.77,0.80
437910,179225,0.79,-70.2,-73.2,-1.21,4,7,1.91,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,2,-1,1,1,0.77,0.80
437912,179226,0.82,-70.2,-73.6,-1.21,4,7,1.08,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,2,-1,1,1,0.77,0.79
437915,179227,0.83,-73.5,-76.9,-1.18,4,7,1.22,0,0,0,0,0,-6,-4,1035,1,1,35,35,0,0,0,2,-3,0,1,0.79,0.79
437917,179228,0.78,-78.6,-81.8,-1.21,4,5,3.77,0,0,0,0,0,-6,-4,1035,1,1,35,35,0,0,0,2,-3,0,1,0.79,0.79
437919,179229,0.76,-69.7,-73.6,-1.24,4,7,1.11,0,0,0,0,0,-6,-4,1035,1,1,35,35,0,0,0,2,-3,0,1,0.79,0.79
437921,179230,0.74,-69.7,-73.1,-1.16,4,7,1.50,0,0,0,0,0,-6,-4,1035,1,1,35,35,0,0,0,2,-3,0,1,0.78,0.79
437924,179231,0.80,-69.6,-73.0,-1.24,4,7,1.75,0,0,0,0,0,-6,-4,1035,1,1,35,35,0,0,0,2,-3,0,1,0.78,0.79
437926,179232,0.77,-73.3,-76.5,-1.28,4,5,3.94,0,0,0,0,0,-6,-4,1035,1,1,35,35,0,0,0,2,-3,0,1,0.77,0.79
437928,179233,0.77,-73.3,-77.2,-1.25,4,5,3.45,0,0,0,0,0,-6,-4,1035,1,1,35,35,0,0,0,2,-3,0,1,0.77,0.79
437930,179234,0.77,-73.6,-77.2,-1.22,4,5,3.78,0,0,0,0,0,-6,-4,1035,1,1,35,35,0,0,0,2,-3,0,1,0.77,0.79
437933,179235,0.73,-73.5,-77.7,-1.30,4,5,4.08,0,0,0,0,0,-5,-6,1035,1,1,35,35,0,0,0,-1,-2,2,1,0.77,0.79
437935,179236,0.78,-78.6,-82.5,-1.21,4,5,4.31,0,0,0,0,0,-5,-6,1035,1,1,35,35,0,0,0,-1,-2,2,1,0.77,0.79
437937,179237,0.78,-78.7,-82.5,-1.27,4,5,3.55,0,0,0,0,0,-5,-6,1035,1,1,35,35,0,0,0,-1,-2,2,1,0.77,0.79
437940,179238,0.71,-70.2,-73.8,-1.27,4,5,4.00,0,0,0,0,0,-5,-6,1035,1,1,35,35,0,0,0,-1,-2,2,1,0.77,0.79
437942,179239,0.78,-69.7,-73.9,-1.18,4,5,4.17,0,0,0,0,0,-5,-6,1035,1,1,35,35,0,0,0,-1,-2,2,1,0.78,0.78
437944,179240,0.73,-69.9,-73.5,-1.34,4,7,1.64,0,0,0,0,0,-5,-6,1035,1,1,35,35,0,0,0,-1,-2,2,1,0.78,0.78
437946,179241,0.78,-78.7,-82.7,-1.18,4,5,3.75,0,0,0,0,0,-5,-6,1035,1,1,35,35,0,0,0,-1,-2,2,1,0.78,0.78
437949,179242,0.77,-70.2,-73.8,-1.25,4,5,4.00,0,0,0,0,0,-5,-6,1035,1,1,35,35,0,0,0,-1,-2,2,1,0.77,0.78
437951,179243,0.74,-69.7,-74.0,-1.19,4,4,4.53,0,0,0,0,0,-5,-6,1035,1,1,35,35,0,0,0,-1,-2,2,1,0.77,0.78
437953,179244,0.75,-65.9,-69.6,-1.27,4,4,4.84,0,0,0,0,0,-4,-6,1035,1,1,35,35,0,0,0,2,2,1,1,0.75,0.78
437956,179245,0.76,-78.8,-82.5,-1.24,4,5,3.94,0,0,0,0,0,-4,-6,1035,1,1,35,35,0,0,0,2,2,1,1,0.76,0.78
437958,179246,0.80,-69.7,-74.1,-1.13,4,5,4.13,0,0,0,0,0,-4,-6,1035,1,1,35,35,0,0,0,2,2,1,1,0.76,0.78
437960,179247,0.80,-78.5,-82.9,-1.27,4,5,3.52,0,0,0,0,0,-4,-6,1035,1,1,35,35,0,0,0,2,2,1,1,0.76,0.78
437962,179248,0.78,-70.3,-74.0,-1.18,4,5,3.88,0,0,0,0,0,-4,-6,1035,1,1,35,35,0,0,0,2,2,1,1,0.78,0.78
437965,179249,0.79,-78.5,-83.2,-1.19,4,5,4.30,0,0,0,0,0,-4,-6,1035,1,1,35,35,0,0,0,2,2,1,1,0.79,0.78
437967,179250,0.73,-69.6,-74.0,-1.22,4,5,3.88,0,0,0,0,0,-4,-6,1035,1,1,35,35,0,0,0,2,2,1,1,0.79,0.78
437969,179251,0.74,-78.7,-83.6,-1.22,4,5,4.05,0,0,0,0,0,-4,-6,1035,1,1,35,35,0,0,0,2,2,1,1,0.78,0.78
437971,179252,0.71,-78.5,-83.5,-1.31,4,5,4.41,0,0,0,0,0,-4,-6,1035,1,1,35,35,0,0,0,2,2,1,1,0.74,0.78
437987,179253,0.72,-69.9,-75.2,-1.22,4,5,4.13,0,0,0,0,0,-5,-5,1033,1,1,35,35,0,0,0,2,0,4,1,0.73,0.77
437989,179254,0.74,-78.7,-83.4,-1.18,4,5,3.95,0,0,0,0,0,-5,-5,1033,1,1,35,35,0,0,0,2,0,4,1,0.73,0.77
437991,179255,0.74,-69.9,-74.8,-1.22,4,5,4.38,0,0,0,0,0,-5,-5,1033,1,1,35,35,0,0,0,2,0,4,1,0.74,0.77
437993,179256,0.76,-78.6,-83.6,-1.40,4,4,4.48,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,3,-1,4,1,0.74,0.77
437995,179257,0.72,-69.6,-74.8,-1.31,4,5,4.08,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,3,-1,4,1,0.74,0.77
437998,179258,0.76,-69.5,-74.7,-1.24,4,5,4.25,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,3,-1,4,1,0.74,0.77
438000,179259,0.78,-78.7,-83.8,-1.31,4,4,4.45,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,3,-1,4,1,0.76,0.77
438002,179260,0.76,-78.5,-83.7,-1.07,4,5,3.97,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,3,-1,4,1,0.76,0.77
438004,179261,0.70,-78.5,-84.0,-1.18,4,5,4.31,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,3,-1,4,1,0.76,0.77
438007,179262,0.72,-69.6,-75.1,-1.15,4,4,4.63,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,3,-1,4,1,0.76,0.77
438009,179263,0.71,-78.5,-83.7,-1.19,4,4,4.84,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,3,-1,4,1,0.72,0.76
438011,179264,0.73,-69.7,-75.2,-1.16,4,5,4.14,0,0,0,0,0,-6,-6,1034,1,1,35,35,0,0,0,3,-1,4,1,0.72,0.76
438014,179265,0.77,-73.4,-79.0,-1.19,4,5,4.41,0,0,0,0,0,-6,-5,1035,1,1,35,35,0,0,0,1,-5,-3,1,0.72,0.76
438016,179266,0.75,-73.4,-78.6,-1.24,4,4,4.77,0,0,0,0,0,-6,-5,1035,1,1,35,35,0,0,0,1,-5,-3,1,0.73,0.76
438018,179267,0.75,-78.7,-84.3,-1.09,4,5,4.13,0,0,0,0,0,-6,-5,1035,1,1,35,35,0,0,0,1,-5,-3,1,0.75,0.76
438020,179268,0.79,-69.6,-75.1,-1.09,4,5,4.27,0,0,0,0,0,-6,-5,1035,1,1,35,35,0,0,0,1,-5,-3,1,0.75,0.76
438023,179269,0.74,-78.5,-84.2,-1.16,4,4,4.67,0,0,0,0,0,-6,-5,1035,1,1,35,35,0,0,0,1,-5,-3,1,0.75,0.76
438025,179270,0.75,-78.6,-83.9,-1.19,4,5,3.91,0,0,0,0,0,-6,-5,1035,1,1,35,35,0,0,0,1,-5,-3,1,0.75,0.76
438027,179271,0.71,-78.5,-84.3,-1.15,4,5,4.31,0,0,0,0,0,-6,-5,1035,1,1,35,35,0,0,0,1,-5,-3,1,0.75,0.76
438030,179272,0.67,-69.6,-75.2,-1.31,4,4,4.69,0,0,0,0,0,-6,-5,1035,1,1,35,35,0,0,0,1,-5,-3,1,0.74,0.76
438032,179273,0.71,-78.6,-84.6,-1.16,4,4,4.80,0,0,0,0,0,-6,-6,1033,1,1,35,35,0,0,0,0,0,-1,1,0.71,0.75
438034,179274,0.72,-78.7,-84.4,-1.18,4,4,5.16,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,0,-1,1,0.71,0.75
438036,179275,0.78,-73.8,-79.6,-1.07,4,5,4.34,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,0,-1,1,0.71,0.75
438039,179276,0.75,-78.7,-84.5,-1.27,4,4,4.66,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,0,-1,1,0.72,0.75
438041,179277,0.72,-78.8,-84.8,-1.10,4,4,5.20,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,0,-1,1,0.72,0.75
438043,179278,0.72,-78.6,-84.4,-1.19,4,5,4.38,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,0,-1,1,0.72,0.75
438046,179279,0.71,-78.5,-84.5,-1.13,4,4,4.69,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,0,-1,1,0.72,0.74
438048,179280,0.69,-78.7,-84.3,-1.28,4,4,5.05,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,0,-1,1,0.72,0.74
438050,179281,0.75,-78.7,-84.5,-1.18,4,5,4.25,0,0,0,0,0,-5,-6,1033,1,1,35,35,0,0,0,0,0,-1,1,0.72,0.74
438052,179282,0.73,-69.6,-75.9,-1.10,4,4,4.78,0,0,0,0,0,-4,-6,1034,1,1,35,35,0,0,0,2,-1,2,1,0.72,0.74
438055,179283,0.73,-78.7,-84.8,-1.16,4,4,5.05,0,0,0,0,0,-4,-6,1034,1,1,35,35,0,0,0,2,-1,2,1,0.73,0.74
438057,179284,0.70,-78.8,-84.7,-1.18,4,4,5.33,0,0,0,0,0,-4,-6,1034,1,1,35,35,0,0,0,2,-1,2,1,0.73,0.74
438059,179285,0.71,-73.3,-79.3,-1.18,4,4,4.64,0,0,0,0,0,-4,-6,1034,1,1,35,35,0,0,0,2,-1,2,1,0.73,0.74
